booking_ID,from_airport_id,to_airport_id,airline_id,airplane_id,flight_id,departure_date_id,arrival_date_id,passenger_id,Price,capacity
174380,11548,12840,89,12,69476,16595,16595,24157,421.07,644
174330,11548,12840,89,12,69476,16595,16595,495,500.96,644
174470,11548,12840,89,12,69476,16595,16595,8823,135.48,644
174340,11548,12840,89,12,69476,16595,16595,5285,27.27,644
174590,11548,12840,89,12,69476,16595,16595,29300,181.32,644
174540,11548,12840,89,12,69476,16595,16595,28260,363.57,644
174640,11548,12840,89,12,69476,16595,16595,20487,460.78,644
174490,11548,12840,89,12,69476,16595,16595,28561,55.77,644
174440,11548,12840,89,12,69476,16595,16595,31588,228.24,644
174410,11548,12840,89,12,69476,16595,16595,22302,370.61,644
174450,11548,12840,89,12,69476,16595,16595,6346,378.14,644
174570,11548,12840,89,12,69476,16595,16595,32662,197.06,644
174370,11548,12840,89,12,69476,16595,16595,10760,371.12,644
174620,11548,12840,89,12,69476,16595,16595,13948,7.65,644
174520,11548,12840,89,12,69476,16595,16595,10740,123.99,644
174510,11548,12840,89,12,69476,16595,16595,22208,186,644
174480,11548,12840,89,12,69476,16595,16595,3809,322.45,644
174530,11548,12840,89,12,69476,16595,16595,18366,403.06,644
174610,11548,12840,89,12,69476,16595,16595,7854,28.42,644
174430,11548,12840,89,12,69476,16595,16595,27102,11.6,644
174560,11548,12840,89,12,69476,16595,16595,32524,264.48,644
174350,11548,12840,89,12,69476,16595,16595,3805,277.81,644
174390,11548,12840,89,12,69476,16595,16595,32697,164.37,644
173590,1868,10845,89,12,53092,16593,16594,18018,382.01,644
173550,1868,10845,89,12,53092,16593,16594,7694,274.19,644
173430,1868,10845,89,12,53092,16593,16594,13639,293.54,644
173460,1868,10845,89,12,53092,16593,16594,11404,174.83,644
173630,1868,10845,89,12,53092,16593,16594,71,67.3,644
173570,1868,10845,89,12,53092,16593,16594,11139,270.02,644
173450,1868,10845,89,12,53092,16593,16594,3296,348.13,644
173640,1868,10845,89,12,53092,16593,16594,14095,172.54,644
173620,1868,10845,89,12,53092,16593,16594,22272,197.49,644
173490,1868,10845,89,12,53092,16593,16594,33319,303.34,644
173610,1868,10845,89,12,53092,16593,16594,27716,92.94,644
173650,1868,10845,89,12,53092,16593,16594,3120,257.68,644
173440,1868,10845,89,12,53092,16593,16594,17525,406.45,644
173660,1868,10845,89,12,53092,16593,16594,9957,427.51,644
173480,1868,10845,89,12,53092,16593,16594,5621,17.63,644
173600,1868,10845,89,12,53092,16593,16594,4336,449.73,644
173400,1868,10845,89,12,53092,16593,16594,24111,482.48,644
173420,1868,10845,89,12,53092,16593,16594,4123,322.54,644
173560,1868,10845,89,12,53092,16593,16594,20033,363.78,644
173510,1868,10845,89,12,53092,16593,16594,12918,366.99,644
173410,1868,10845,89,12,53092,16593,16594,3235,75.92,644
173380,1868,10845,89,12,53092,16593,16594,25205,345.9,644
173360,1868,10845,89,12,53092,16593,16594,16086,162.33,644
173500,1868,10845,89,12,53092,16593,16594,18970,390.88,644
173470,1868,10845,89,12,53092,16593,16594,9141,187.14,644
173390,1868,10845,89,12,53092,16593,16594,29771,166.61,644
173370,1868,10845,89,12,53092,16593,16594,16674,178.2,644
173540,1868,10845,89,12,53092,16593,16594,30321,213.27,644
173530,1868,10845,89,12,53092,16593,16594,4073,168.7,644
173520,1868,10845,89,12,53092,16593,16594,1551,320.49,644
173580,1868,10845,89,12,53092,16593,16594,25548,47.96,644
174820,9416,9958,89,12,69477,16595,16595,21145,214.35,644
174850,9416,9958,89,12,69477,16595,16595,3071,296.57,644
174900,9416,9958,89,12,69477,16595,16595,12296,431.46,644
174670,9416,9958,89,12,69477,16595,16595,28256,188.35,644
174940,9416,9958,89,12,69477,16595,16595,872,365.73,644
174650,9416,9958,89,12,69477,16595,16595,13240,454.29,644
174890,9416,9958,89,12,69477,16595,16595,32115,425.91,644
174680,9416,9958,89,12,69477,16595,16595,11772,463.28,644
174840,9416,9958,89,12,69477,16595,16595,26486,8.78,644
174870,9416,9958,89,12,69477,16595,16595,18846,171.96,644
174800,9416,9958,89,12,69477,16595,16595,28303,51.62,644
174770,9416,9958,89,12,69477,16595,16595,14472,425.18,644
174700,9416,9958,89,12,69477,16595,16595,5193,491.32,644
174660,9416,9958,89,12,69477,16595,16595,14987,112.83,644
174730,9416,9958,89,12,69477,16595,16595,6900,486.87,644
174860,9416,9958,89,12,69477,16595,16595,15884,22.69,644
174760,9416,9958,89,12,69477,16595,16595,15981,385.95,644
174880,9416,9958,89,12,69477,16595,16595,28083,80.76,644
174790,9416,9958,89,12,69477,16595,16595,26973,339.35,644
174930,9416,9958,89,12,69477,16595,16595,931,499.47,644
174910,9416,9958,89,12,69477,16595,16595,33316,391.64,644
174810,9416,9958,89,12,69477,16595,16595,64,338.97,644
174780,9416,9958,89,12,69477,16595,16595,249,247.04,644
174920,9416,9958,89,12,69477,16595,16595,696,408.81,644
174740,9416,9958,89,12,69477,16595,16595,14242,101.63,644
174710,9416,9958,89,12,69477,16595,16595,24971,378.15,644
174690,9416,9958,89,12,69477,16595,16595,17371,287.27,644
174720,9416,9958,89,12,69477,16595,16595,3975,444.11,644
174830,9416,9958,89,12,69477,16595,16595,18869,238.99,644
174750,9416,9958,89,12,69477,16595,16595,31400,379.8,644
172230,1505,1695,89,12,12160,16588,16588,15097,412.91,644
172240,1505,1695,89,12,12160,16588,16588,8047,223.09,644
172360,1505,1695,89,12,12160,16588,16588,29113,436.54,644
172320,1505,1695,89,12,12160,16588,16588,4394,329.28,644
172290,1505,1695,89,12,12160,16588,16588,20735,134.42,644
172300,1505,1695,89,12,12160,16588,16588,10390,253.91,644
172190,1505,1695,89,12,12160,16588,16588,34559,434.04,644
172310,1505,1695,89,12,12160,16588,16588,29115,118.14,644
172170,1505,1695,89,12,12160,16588,16588,23131,302.82,644
172400,1505,1695,89,12,12160,16588,16588,19798,192.25,644
172160,1505,1695,89,12,12160,16588,16588,21067,149.15,644
172380,1505,1695,89,12,12160,16588,16588,11000,80.18,644
172340,1505,1695,89,12,12160,16588,16588,23453,363.31,644
172180,1505,1695,89,12,12160,16588,16588,21146,291.29,644
172100,1505,1695,89,12,12160,16588,16588,13330,248.1,644
172390,1505,1695,89,12,12160,16588,16588,4889,324.92,644
172150,1505,1695,89,12,12160,16588,16588,19150,268.22,644
172280,1505,1695,89,12,12160,16588,16588,27257,452.69,644
172350,1505,1695,89,12,12160,16588,16588,9666,396.95,644
172370,1505,1695,89,12,12160,16588,16588,892,144.81,644
172330,1505,1695,89,12,12160,16588,16588,17698,279.97,644
172250,1505,1695,89,12,12160,16588,16588,4314,419.2,644
172120,1505,1695,89,12,12160,16588,16588,18627,43.67,644
172200,1505,1695,89,12,12160,16588,16588,34836,62.64,644
172130,1505,1695,89,12,12160,16588,16588,1399,263.99,644
172220,1505,1695,89,12,12160,16588,16588,32206,307.9,644
172210,1505,1695,89,12,12160,16588,16588,14390,327,644
172140,1505,1695,89,12,12160,16588,16588,19259,368.11,644
172270,1505,1695,89,12,12160,16588,16588,14109,424.44,644
172260,1505,1695,89,12,12160,16588,16588,34017,368.32,644
172110,1505,1695,89,12,12160,16588,16588,4531,117.13,644
175260,1435,12980,89,12,69511,16595,16595,10577,362.77,644
175170,1435,12980,89,12,69511,16595,16595,26804,289.48,644
174980,1435,12980,89,12,69511,16595,16595,35810,87.83,644
175230,1435,12980,89,12,69511,16595,16595,6427,446.72,644
175010,1435,12980,89,12,69511,16595,16595,1231,37.53,644
175210,1435,12980,89,12,69511,16595,16595,11636,318.51,644
175270,1435,12980,89,12,69511,16595,16595,20990,448.25,644
175160,1435,12980,89,12,69511,16595,16595,23436,142.17,644
175190,1435,12980,89,12,69511,16595,16595,33834,194.25,644
175050,1435,12980,89,12,69511,16595,16595,3387,273.84,644
175280,1435,12980,89,12,69511,16595,16595,15135,191.69,644
175180,1435,12980,89,12,69511,16595,16595,31201,141.71,644
175090,1435,12980,89,12,69511,16595,16595,16081,261.61,644
174950,1435,12980,89,12,69511,16595,16595,24362,409.38,644
175110,1435,12980,89,12,69511,16595,16595,30468,186.75,644
175040,1435,12980,89,12,69511,16595,16595,5850,449.07,644
175130,1435,12980,89,12,69511,16595,16595,33567,235.14,644
175060,1435,12980,89,12,69511,16595,16595,22850,177.3,644
175030,1435,12980,89,12,69511,16595,16595,5639,334.6,644
174960,1435,12980,89,12,69511,16595,16595,1654,356.39,644
175200,1435,12980,89,12,69511,16595,16595,354,183.13,644
174970,1435,12980,89,12,69511,16595,16595,17898,158.48,644
175020,1435,12980,89,12,69511,16595,16595,3298,301.02,644
175120,1435,12980,89,12,69511,16595,16595,21087,143.18,644
175100,1435,12980,89,12,69511,16595,16595,22171,284.93,644
175250,1435,12980,89,12,69511,16595,16595,35565,326.35,644
175150,1435,12980,89,12,69511,16595,16595,12468,7.16,644
175000,1435,12980,89,12,69511,16595,16595,15598,199.94,644
175220,1435,12980,89,12,69511,16595,16595,27640,7.11,644
175140,1435,12980,89,12,69511,16595,16595,16432,173.54,644
174990,1435,12980,89,12,69511,16595,16595,27707,482.8,644
175240,1435,12980,89,12,69511,16595,16595,26794,185.01,644
175070,1435,12980,89,12,69511,16595,16595,22633,77.4,644
172540,301,6405,89,12,12172,16588,16589,14033,244.75,644
172610,301,6405,89,12,12172,16588,16589,14017,137.89,644
172450,301,6405,89,12,12172,16588,16589,25378,231.72,644
172460,301,6405,89,12,12172,16588,16589,3896,289.78,644
172640,301,6405,89,12,12172,16588,16589,22976,451.77,644
172420,301,6405,89,12,12172,16588,16589,21028,204.85,644
172600,301,6405,89,12,12172,16588,16589,31512,224.65,644
172580,301,6405,89,12,12172,16588,16589,22579,274.6,644
172440,301,6405,89,12,12172,16588,16589,30750,68.97,644
172630,301,6405,89,12,12172,16588,16589,34020,482.74,644
172530,301,6405,89,12,12172,16588,16589,6765,181.26,644
172510,301,6405,89,12,12172,16588,16589,35176,21.32,644
172430,301,6405,89,12,12172,16588,16589,10793,335.77,644
172490,301,6405,89,12,12172,16588,16589,26400,490.63,644
172650,301,6405,89,12,12172,16588,16589,2807,201.97,644
172620,301,6405,89,12,12172,16588,16589,24265,373.69,644
172410,301,6405,89,12,12172,16588,16589,842,271.73,644
172690,301,6405,89,12,12172,16588,16589,13538,164.2,644
172560,301,6405,89,12,12172,16588,16589,33262,211.13,644
172470,301,6405,89,12,12172,16588,16589,14565,419.89,644
172670,301,6405,89,12,12172,16588,16589,9247,336.81,644
172680,301,6405,89,12,12172,16588,16589,29574,287.92,644
172590,301,6405,89,12,12172,16588,16589,29071,30.16,644
172500,301,6405,89,12,12172,16588,16589,6574,28.14,644
172480,301,6405,89,12,12172,16588,16589,30492,458.43,644
172570,301,6405,89,12,12172,16588,16589,16586,378.25,644
172550,301,6405,89,12,12172,16588,16589,23516,472.39,644
172520,301,6405,89,12,12172,16588,16589,4316,133.55,644
230150,2990,12577,89,13,20231,16589,16589,17301,299.92,50
230140,2990,12577,89,13,20231,16589,16589,29491,342.35,50
230260,9394,4515,89,13,44812,16592,16592,12240,323.75,50
230250,9394,4515,89,13,44812,16592,16592,15432,206.45,50
230240,9394,4515,89,13,44812,16592,16592,8974,99.97,50
230010,9416,9958,89,13,3858,16587,16587,22624,196.61,50
230020,9416,9958,89,13,3858,16587,16587,27116,94.77,50
230290,952,6599,89,13,61206,16594,16595,6390,296.34,50
230300,952,6599,89,13,61206,16594,16595,35872,194.42,50
230030,10583,4980,89,13,3867,16587,16587,3909,460.41,50
230040,10583,4980,89,13,3867,16587,16587,9612,401.27,50
230170,11885,8658,89,13,20252,16589,16590,7251,118.78,50
230180,11885,8658,89,13,20252,16589,16590,12778,42.31,50
230160,11885,8658,89,13,20252,16589,16590,3726,33.82,50
230270,1505,1695,89,13,44831,16592,16592,33049,292.97,50
230280,1505,1695,89,13,44831,16592,16592,19875,56,50
230190,11548,12840,89,13,36692,16591,16591,1767,184.02,50
230200,11548,12840,89,13,36692,16591,16591,20303,34.47,50
230210,9416,9958,89,13,36693,16591,16591,30359,377.44,50
230220,9416,9958,89,13,36693,16591,16591,13889,320.52,50
230230,9416,9958,89,13,36693,16591,16591,22445,147.95,50
230320,9565,7814,89,13,69486,16595,16595,31371,104.85,50
230310,9565,7814,89,13,69486,16595,16595,22000,30.49,50
230340,10241,5113,89,13,69488,16595,16595,19723,179.58,50
230330,10241,5113,89,13,69488,16595,16595,1393,259.85,50
230350,1868,10845,89,13,69498,16595,16596,31152,326.64,50
230360,1868,10845,89,13,69498,16595,16596,21778,54.09,50
230370,1868,10845,89,13,69498,16595,16596,11632,472.69,50
230390,7225,9615,89,13,69501,16595,16595,720,84.74,50
230380,7225,9615,89,13,69501,16595,16595,27435,307.43,50
230410,301,6405,89,13,69509,16595,16596,14894,434.53,50
230400,301,6405,89,13,69509,16595,16596,9910,28.41,50
230050,8494,5941,89,13,12166,16588,16589,16732,132.73,50
230070,8494,5941,89,13,12166,16588,16589,26382,475.68,50
230060,8494,5941,89,13,12166,16588,16589,4161,206.55,50
230080,11063,4171,89,13,12169,16588,16588,21247,310.69,50
230100,11063,4171,89,13,12169,16588,16588,9054,131.15,50
230090,11063,4171,89,13,12169,16588,16588,34673,106.47,50
230110,6397,789,89,13,12170,16588,16588,25029,463.64,50
230130,6397,789,89,13,12170,16588,16588,32211,91.06,50
230120,6397,789,89,13,12170,16588,16588,28859,322.55,50
230420,7033,7372,89,13,77565,16596,16596,24029,335.51,50
230440,7033,7372,89,13,77565,16596,16596,29884,326.83,50
234530,2990,12577,89,14,77568,16596,16596,13410,55.4,50
234510,2990,12577,89,14,77568,16596,16596,33553,67.41,50
234520,2990,12577,89,14,77568,16596,16596,18051,146.7,50
234540,2990,12577,89,14,77568,16596,16596,9903,228.28,50
234280,1868,10845,89,14,28421,16590,16591,17622,328.66,50
234270,1868,10845,89,14,28421,16590,16591,14466,285.8,50
234290,1868,10845,89,14,28421,16590,16591,11930,162.43,50
234210,11548,12840,89,14,20233,16589,16589,34555,43.85,50
234200,11548,12840,89,14,20233,16589,16589,9633,466.52,50
234310,3561,1063,89,14,28425,16590,16590,3430,374.61,50
234300,3561,1063,89,14,28425,16590,16590,6895,148.65,50
234320,3561,1063,89,14,28425,16590,16590,27204,270.29,50
234380,11019,9646,89,14,44811,16592,16592,15569,75.85,50
234420,400,4872,89,14,61199,16594,16594,16340,109.77,50
234440,400,4872,89,14,61199,16594,16594,26194,155.82,50
234430,400,4872,89,14,61199,16594,16594,4710,19.13,50
234460,11642,6819,89,14,61205,16594,16594,13326,331.66,50
234450,11642,6819,89,14,61205,16594,16594,17866,240.95,50
234480,8048,8414,89,14,61210,16594,16595,31829,202.7,50
234470,8048,8414,89,14,61210,16594,16595,11152,428.31,50
234030,952,6599,89,14,3869,16587,16588,1009,113.05,50
234020,952,6599,89,14,3869,16587,16588,8939,489.28,50
234040,952,6599,89,14,3869,16587,16588,6834,237.77,50
234050,6156,9141,89,14,3871,16587,16587,12043,413.81,50
234060,6156,9141,89,14,3871,16587,16587,13273,77.93,50
234490,2233,9748,89,14,61220,16594,16595,32644,449.8,50
234500,2233,9748,89,14,61220,16594,16595,4247,340.51,50
234080,3561,1063,89,14,3878,16587,16587,3500,229.89,50
234090,3561,1063,89,14,3878,16587,16587,2453,88.68,50
234070,3561,1063,89,14,3878,16587,16587,16486,191.21,50
234390,221,12570,89,14,53082,16593,16594,22340,479.21,50
234410,221,12570,89,14,53082,16593,16594,28455,144.05,50
234400,221,12570,89,14,53082,16593,16594,34375,123,50
234330,9565,7814,89,14,36699,16591,16591,4843,471.46,50
234340,9565,7814,89,14,36699,16591,16591,26304,419,50
234350,1505,1695,89,14,36715,16591,16591,26244,79.81,50
234370,1505,1695,89,14,36715,16591,16591,22008,26.48,50
234360,1505,1695,89,14,36715,16591,16591,26690,427.25,50
234100,9565,7814,89,14,12149,16588,16588,33879,457.07,50
234110,9565,7814,89,14,12149,16588,16588,15570,295.39,50
234130,10241,5113,89,14,12151,16588,16588,9635,377.06,50
234140,10241,5113,89,14,12151,16588,16588,19928,60.83,50
234120,10241,5113,89,14,12151,16588,16588,30606,285.12,50
234160,1868,10845,89,14,12161,16588,16589,8947,439.83,50
234150,1868,10845,89,14,12161,16588,16589,11700,277.08,50
234180,5183,4415,89,14,12163,16588,16588,24151,325.85,50
234170,5183,4415,89,14,12163,16588,16588,8461,478.49,50
234190,5183,4415,89,14,12163,16588,16588,868,109.65,50
234230,8704,1774,89,14,28407,16590,16590,7813,66.07,50
234220,8704,1774,89,14,28407,16590,16590,27551,423.43,50
234240,952,6599,89,14,28415,16590,16591,27787,489.73,50
234260,952,6599,89,14,28415,16590,16591,26005,27.31,50
234250,952,6599,89,14,28415,16590,16591,13351,402.68,50
238730,7976,8161,89,15,20235,16589,16590,28003,64.36,335
238820,7976,8161,89,15,20235,16589,16590,313,3.93,335
238700,7976,8161,89,15,20235,16589,16590,29141,363.11,335
238740,7976,8161,89,15,20235,16589,16590,35077,232.98,335
238680,7976,8161,89,15,20235,16589,16590,11791,190.52,335
238690,7976,8161,89,15,20235,16589,16590,27976,96.02,335
238710,7976,8161,89,15,20235,16589,16590,17932,184.68,335
238720,7976,8161,89,15,20235,16589,16590,18573,434.8,335
238760,7976,8161,89,15,20235,16589,16590,2181,205.22,335
238660,7976,8161,89,15,20235,16589,16590,1468,368.84,335
238830,7976,8161,89,15,20235,16589,16590,520,66.46,335
238840,7976,8161,89,15,20235,16589,16590,30042,52.64,335
238790,7976,8161,89,15,20235,16589,16590,14956,114.02,335
238810,7976,8161,89,15,20235,16589,16590,29947,371.65,335
238780,7976,8161,89,15,20235,16589,16590,12321,455.79,335
238770,7976,8161,89,15,20235,16589,16590,10365,260.96,335
238670,7976,8161,89,15,20235,16589,16590,9425,179.4,335
238800,7976,8161,89,15,20235,16589,16590,25258,401.91,335
238750,7976,8161,89,15,20235,16589,16590,8823,334.78,335
238920,9634,12776,89,15,20240,16589,16590,28154,18,335
238850,9634,12776,89,15,20240,16589,16590,17180,335.98,335
238970,9634,12776,89,15,20240,16589,16590,9809,410.21,335
238990,9634,12776,89,15,20240,16589,16590,24605,266.03,335
238900,9634,12776,89,15,20240,16589,16590,710,93.41,335
238910,9634,12776,89,15,20240,16589,16590,21693,409.43,335
238870,9634,12776,89,15,20240,16589,16590,19045,169.27,335
238960,9634,12776,89,15,20240,16589,16590,1371,144.45,335
238880,9634,12776,89,15,20240,16589,16590,33968,489.81,335
239000,9634,12776,89,15,20240,16589,16590,33992,111.17,335
238980,9634,12776,89,15,20240,16589,16590,19058,77.64,335
238950,9634,12776,89,15,20240,16589,16590,11899,489.81,335
238930,9634,12776,89,15,20240,16589,16590,27265,178.26,335
238890,9634,12776,89,15,20240,16589,16590,5753,214.47,335
238860,9634,12776,89,15,20240,16589,16590,361,484.19,335
238940,9634,12776,89,15,20240,16589,16590,8347,489.26,335
240100,11443,7921,89,15,44817,16592,16593,15734,323.22,335
240010,11443,7921,89,15,44817,16592,16593,13269,445.63,335
240140,11443,7921,89,15,44817,16592,16593,5786,449.32,335
240000,11443,7921,89,15,44817,16592,16593,35771,169.28,335
240060,11443,7921,89,15,44817,16592,16593,8817,227.95,335
240090,11443,7921,89,15,44817,16592,16593,25039,285.05,335
240120,11443,7921,89,15,44817,16592,16593,11803,51.21,335
240080,11443,7921,89,15,44817,16592,16593,33711,52.14,335
240070,11443,7921,89,15,44817,16592,16593,30939,483.32,335
240130,11443,7921,89,15,44817,16592,16593,34252,426.09,335
240160,11443,7921,89,15,44817,16592,16593,11332,429.23,335
240030,11443,7921,89,15,44817,16592,16593,17689,317.82,335
240150,11443,7921,89,15,44817,16592,16593,14427,211.78,335
240020,11443,7921,89,15,44817,16592,16593,31621,415.6,335
240050,11443,7921,89,15,44817,16592,16593,4391,29.82,335
240110,11443,7921,89,15,44817,16592,16593,32240,193.73,335
240040,11443,7921,89,15,44817,16592,16593,8447,311.35,335
240670,7710,9201,89,15,77598,16596,16597,17752,333.19,335
240810,7710,9201,89,15,77598,16596,16597,15673,317.68,335
240750,7710,9201,89,15,77598,16596,16597,13815,87.25,335
240830,7710,9201,89,15,77598,16596,16597,11469,395.96,335
240690,7710,9201,89,15,77598,16596,16597,27973,359.67,335
240780,7710,9201,89,15,77598,16596,16597,6525,45.43,335
240680,7710,9201,89,15,77598,16596,16597,31683,266.13,335
240800,7710,9201,89,15,77598,16596,16597,21761,250.08,335
240730,7710,9201,89,15,77598,16596,16597,3965,19.93,335
240820,7710,9201,89,15,77598,16596,16597,33419,474.45,335
240700,7710,9201,89,15,77598,16596,16597,15894,247.85,335
240720,7710,9201,89,15,77598,16596,16597,23181,354.32,335
240760,7710,9201,89,15,77598,16596,16597,11180,494.12,335
240740,7710,9201,89,15,77598,16596,16597,24456,158.52,335
240710,7710,9201,89,15,77598,16596,16597,29446,428.28,335
240790,7710,9201,89,15,77598,16596,16597,24479,457.3,335
240770,7710,9201,89,15,77598,16596,16597,31405,373.47,335
238250,4747,10647,89,15,3875,16587,16587,102,236.81,335
238190,4747,10647,89,15,3875,16587,16587,14306,199.03,335
238270,4747,10647,89,15,3875,16587,16587,9193,354.6,335
238320,4747,10647,89,15,3875,16587,16587,746,310.52,335
238300,4747,10647,89,15,3875,16587,16587,20254,242.58,335
238310,4747,10647,89,15,3875,16587,16587,25026,292.07,335
238280,4747,10647,89,15,3875,16587,16587,29272,37.28,335
238220,4747,10647,89,15,3875,16587,16587,22027,434.35,335
238160,4747,10647,89,15,3875,16587,16587,27780,2.58,335
238210,4747,10647,89,15,3875,16587,16587,23525,431.93,335
238170,4747,10647,89,15,3875,16587,16587,9512,374.01,335
238290,4747,10647,89,15,3875,16587,16587,17343,339.35,335
238230,4747,10647,89,15,3875,16587,16587,9816,198.44,335
238180,4747,10647,89,15,3875,16587,16587,31749,334.65,335
238260,4747,10647,89,15,3875,16587,16587,15169,234,335
238240,4747,10647,89,15,3875,16587,16587,12930,413.08,335
238200,4747,10647,89,15,3875,16587,16587,18415,456.01,335
239100,1269,623,89,15,20260,16589,16590,7098,295.85,335
239070,1269,623,89,15,20260,16589,16590,31378,81.06,335
239130,1269,623,89,15,20260,16589,16590,11205,248.94,335
239160,1269,623,89,15,20260,16589,16590,32639,50.06,335
239080,1269,623,89,15,20260,16589,16590,20088,198.27,335
239050,1269,623,89,15,20260,16589,16590,1465,93.83,335
239040,1269,623,89,15,20260,16589,16590,32320,301.67,335
239110,1269,623,89,15,20260,16589,16590,741,85.55,335
239120,1269,623,89,15,20260,16589,16590,29539,196.27,335
239020,1269,623,89,15,20260,16589,16590,35220,272.52,335
239060,1269,623,89,15,20260,16589,16590,17940,267.62,335
239140,1269,623,89,15,20260,16589,16590,27408,227.02,335
239090,1269,623,89,15,20260,16589,16590,2315,401.6,335
239030,1269,623,89,15,20260,16589,16590,34551,432.12,335
239150,1269,623,89,15,20260,16589,16590,30291,7.52,335
239010,1269,623,89,15,20260,16589,16590,3212,379,335
238380,10607,9807,89,15,3877,16587,16588,4604,200.35,335
238350,10607,9807,89,15,3877,16587,16588,6574,381.47,335
238340,10607,9807,89,15,3877,16587,16588,34905,251.88,335
238330,10607,9807,89,15,3877,16587,16588,6567,170.29,335
238370,10607,9807,89,15,3877,16587,16588,9949,50.94,335
238470,10607,9807,89,15,3877,16587,16588,16360,92.34,335
238440,10607,9807,89,15,3877,16587,16588,19828,223.31,335
238480,10607,9807,89,15,3877,16587,16588,21215,158.82,335
238450,10607,9807,89,15,3877,16587,16588,21424,227.4,335
238360,10607,9807,89,15,3877,16587,16588,3077,263.98,335
238390,10607,9807,89,15,3877,16587,16588,24705,306.2,335
238460,10607,9807,89,15,3877,16587,16588,7748,259.85,335
238400,10607,9807,89,15,3877,16587,16588,16858,25.41,335
238420,10607,9807,89,15,3877,16587,16588,21967,238.45,335
238430,10607,9807,89,15,3877,16587,16588,7489,199.1,335
238410,10607,9807,89,15,3877,16587,16588,35567,57.14,335
238490,10607,9807,89,15,3877,16587,16588,13545,44.52,335
238600,11885,8658,89,15,3880,16587,16588,4257,462.68,335
238620,11885,8658,89,15,3880,16587,16588,4904,390.46,335
238520,11885,8658,89,15,3880,16587,16588,23192,246.53,335
238610,11885,8658,89,15,3880,16587,16588,24907,12.24,335
238550,11885,8658,89,15,3880,16587,16588,13458,124.01,335
238590,11885,8658,89,15,3880,16587,16588,32873,179.09,335
238530,11885,8658,89,15,3880,16587,16588,17144,258.76,335
238510,11885,8658,89,15,3880,16587,16588,15414,4.04,335
238540,11885,8658,89,15,3880,16587,16588,11513,443.56,335
238580,11885,8658,89,15,3880,16587,16588,34774,105.16,335
238560,11885,8658,89,15,3880,16587,16588,17088,32.62,335
238630,11885,8658,89,15,3880,16587,16588,35065,17.71,335
238570,11885,8658,89,15,3880,16587,16588,11251,308.71,335
238500,11885,8658,89,15,3880,16587,16588,1993,219.75,335
238650,11885,8658,89,15,3880,16587,16588,20177,9.7,335
238640,11885,8658,89,15,3880,16587,16588,24248,458.07,335
239190,5548,10317,89,15,36701,16591,16591,14930,333.47,335
239300,5548,10317,89,15,36701,16591,16591,26326,353.63,335
239290,5548,10317,89,15,36701,16591,16591,31104,191.6,335
239210,5548,10317,89,15,36701,16591,16591,29105,188.6,335
239240,5548,10317,89,15,36701,16591,16591,8568,156.03,335
239220,5548,10317,89,15,36701,16591,16591,12708,488.92,335
239280,5548,10317,89,15,36701,16591,16591,6015,478.62,335
239330,5548,10317,89,15,36701,16591,16591,31640,435.78,335
239230,5548,10317,89,15,36701,16591,16591,33440,342.26,335
239200,5548,10317,89,15,36701,16591,16591,25069,84.34,335
239250,5548,10317,89,15,36701,16591,16591,32135,7.27,335
239180,5548,10317,89,15,36701,16591,16591,35769,162,335
239320,5548,10317,89,15,36701,16591,16591,33307,347.68,335
239310,5548,10317,89,15,36701,16591,16591,25240,109.29,335
239260,5548,10317,89,15,36701,16591,16591,23368,124.8,335
239470,11642,6819,89,15,36705,16591,16591,5597,319.95,335
239460,11642,6819,89,15,36705,16591,16591,30574,365.14,335
239360,11642,6819,89,15,36705,16591,16591,18778,440.26,335
239430,11642,6819,89,15,36705,16591,16591,17673,128.87,335
239390,11642,6819,89,15,36705,16591,16591,32975,378.45,335
239400,11642,6819,89,15,36705,16591,16591,13873,34.19,335
239370,11642,6819,89,15,36705,16591,16591,30040,455.81,335
239480,11642,6819,89,15,36705,16591,16591,14939,97.78,335
239450,11642,6819,89,15,36705,16591,16591,14137,84.96,335
239420,11642,6819,89,15,36705,16591,16591,30334,256.1,335
239380,11642,6819,89,15,36705,16591,16591,13528,338.44,335
239350,11642,6819,89,15,36705,16591,16591,29440,422.82,335
239340,11642,6819,89,15,36705,16591,16591,11982,405.18,335
239440,11642,6819,89,15,36705,16591,16591,29435,66.19,335
239410,11642,6819,89,15,36705,16591,16591,28287,126.82,335
239510,8915,13504,89,15,36713,16591,16592,12097,195.31,335
239630,8915,13504,89,15,36713,16591,16592,4795,326.69,335
239610,8915,13504,89,15,36713,16591,16592,29041,240.51,335
239520,8915,13504,89,15,36713,16591,16592,35812,69.8,335
239620,8915,13504,89,15,36713,16591,16592,32202,258.56,335
239530,8915,13504,89,15,36713,16591,16592,12442,427.86,335
239580,8915,13504,89,15,36713,16591,16592,28255,464.35,335
239550,8915,13504,89,15,36713,16591,16592,15351,410.05,335
239640,8915,13504,89,15,36713,16591,16592,19980,68.7,335
239600,8915,13504,89,15,36713,16591,16592,5261,499.92,335
239570,8915,13504,89,15,36713,16591,16592,16453,494.58,335
239490,8915,13504,89,15,36713,16591,16592,28867,455.47,335
239650,8915,13504,89,15,36713,16591,16592,6257,417.81,335
239540,8915,13504,89,15,36713,16591,16592,8773,129.49,335
239560,8915,13504,89,15,36713,16591,16592,18063,82.37,335
