airport_id,airport_iata,airport_icao,airport_name,airport_city,airport_country,latitude,longitude,affected_date,expiry_date,iscurrent
10842,\N,SSLG,SAO LUIS GONZAGA,SAO LUIS GONZAGA,BRAZIL,-28.376389,-55.0375,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12639,\N,SWWU,URUACU,URUACU,BRAZIL,-14.525556,-49.137778,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1605,BWN,WBSB,BRUNEI INTL,BANDAR SERI BEGAWAN,BRUNEI,4.944167,114.928611,2030-12-31T15:04:58,2031-12-31T15:04:58,1
406,\N,WBAK,ANDUKI/ SERIA,ANDUKI/ SERIA,BRUNEI,4.633333,114.379167,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1025,YXQ,CYXQ,BEAVER CREEK,BEAVER CREEK,CANADA,62.410278,-140.8675,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5229,YHE,CYHE,HOPE,HOPE,CANADA,49.366667,-121.483333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5513,YFB,CYFB,IQALUIT,IQALUIT,CANADA,63.756389,-68.555833,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7639,YME,CYME,MATANE,MATANE,CANADA,48.856944,-67.453333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9549,WPC,CZPC,PINCHER CREEK,PINCHER CREEK,CANADA,49.520556,-113.997222,2030-12-31T15:04:58,2031-12-31T15:04:58,1
13333,YWG,CYWG,WINNIPEG INTL,WINNIPEG,CANADA,49.91,-97.234444,2030-12-31T15:04:58,2031-12-31T15:04:58,1
159,LAK,CYKD,AKLAVIK,AKLAVIK,CANADA,68.223333,-135.005833,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2495,YCN,CYCN,COCHRANE,COCHRANE,CANADA,49.105556,-81.013611,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2985,YDL,CYDL,DEASE LAKE,DEASE LAKE,CANADA,58.422222,-130.032222,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3745,YCZ,CYCZ,FAIRMONT HOT SPRINGS,FAIRMONT HOT SPRINGS,CANADA,50.331944,-115.873611,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4621,YGQ,CYGQ,GREENSTONE REGL,GERALDTON,CANADA,49.778333,-86.939444,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5887,YKA,CYKA,KAMLOOPS,KAMLOOPS,CANADA,50.702222,-120.441944,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7434,YMG,CYMG,MANITOUWADGE,MANITOUWADGE,CANADA,49.083889,-85.860556,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7635,YNM,CYNM,MATAGAMI,MATAGAMI,CANADA,49.761389,-77.8025,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9745,YHA,CCP4,PORT HOPE SIMPSON,PORT HOPE SIMPSON,CANADA,52.533333,-56.283333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10535,ZPB,CZPB,SACHIGO LAKE,SACHIGO LAKE,CANADA,53.890833,-92.196111,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11925,XTL,CYBQ,TADOULE LAKE,TADOULE LAKE,CANADA,58.708611,-98.512778,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12317,YTZ,CYTZ,TORONTO/ CITY CENTRE,TORONTO,CANADA,43.6275,-79.396111,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12770,YVG,CYVG,VERMILION,VERMILION,CANADA,53.355833,-110.823889,2030-12-31T15:04:58,2031-12-31T15:04:58,1
13277,YWM,CCA6,WILLIAMS HARBOUR,WILLIAMS HARBOUR,CANADA,52.566944,-55.784722,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2961,YDQ,CYDQ,DAWSON CREEK,DAWSON CREEK,CANADA,55.741667,-120.181944,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4102,YMM,CYMM,FT MC MURRAY,FT MC MURRAY,CANADA,56.653333,-111.221944,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5655,YJA,CEC4,JASPER-HINTON,HINTON,CANADA,53.319167,-117.753056,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7120,YBX,CYBX,LOURDES-DE-BLANC-SABLON,LOURDES-DE-BLANC-SABLON,CANADA,51.443611,-57.185278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10172,YRS,CYRS,RED SUCKER LAKE,RED SUCKER LAKE,CANADA,54.166944,-93.559444,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10225,YRB,CYRB,RESOLUTE BAY,RESOLUTE BAY,CANADA,74.716944,-94.969444,2030-12-31T15:04:58,2031-12-31T15:04:58,1
13369,ZWL,CZWL,WOLLASTON LAKE,WOLLASTON LAKE,CANADA,58.106944,-103.172222,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3900,YFO,CYFO,FLIN FLON,FLIN FLON,CANADA,54.678056,-101.681667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5231,YHO,CYHO,HOPEDALE,HOPEDALE,CANADA,55.448333,-60.228611,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10168,YRL,CYRL,RED LAKE,RED LAKE,CANADA,51.066944,-93.793056,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11713,YJT,CYJT,STEPHENVILLE,STEPHENVILLE,CANADA,48.544167,-58.55,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12105,YTJ,CYTJ,TERRACE BAY,TERRACE BAY,CANADA,48.813333,-87.099444,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12368,YTR,CYTR,TRENTON,TRENTON,CANADA,44.118889,-77.528056,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12585,YUD,CYMU,UMIUJAQ,UMIUJAQ,CANADA,56.536111,-76.518333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1066,ZEL,CYJQ,BELLA BELLA (DENNY I),BELLA BELLA,CANADA,52.139722,-128.063611,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2197,YML,CYML,CHARLEVOIX,CHARLEVOIX,CANADA,47.5975,-70.223889,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4590,YQM,CYQM,GREATER MONCTON INTL,MONCTON,CANADA,46.112222,-64.678611,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7688,YMA,CYMA,MAYO,MAYO,CANADA,63.616667,-135.866667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9265,YXP,CYXP,PANGNIRTUNG,PANGNIRTUNG,CANADA,66.145,-65.713611,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9540,PIW,CZMN,PIKWITONEI,PIKWITONEI,CANADA,55.588889,-97.164167,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2363,YYQ,CYYQ,CHURCHILL,CHURCHILL,CANADA,58.737222,-94.057222,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2479,YCY,CYCY,CLYDE RIVER,CLYDE RIVER,CANADA,70.486111,-68.516667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2729,YCA,CAH3,COURTENAY,COURTENAY,CANADA,49.679444,-124.981667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4385,YHK,CYHK,GJOA HAVEN,GJOA HAVEN,CANADA,68.635556,-95.850278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6219,YKX,CYKX,KIRKLAND LAKE,KIRKLAND LAKE,CANADA,48.210278,-79.981389,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8455,YDP,CYDP,NAIN,NAIN,CANADA,56.549167,-61.680278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8518,YNA,CYNA,NATASHQUAN,NATASHQUAN,CANADA,50.189722,-61.789167,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8561,YNS,CYHH,NEMISCAU,NEMISCAU,CANADA,51.691111,-76.135556,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8981,YOC,CYOC,OLD CROW,OLD CROW,CANADA,67.570556,-139.839167,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11885,ZJN,CZJN,SWAN RIVER,SWAN RIVER,CANADA,52.120833,-101.236111,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12267,YAZ,CYAZ,TOFINO,TOFINO,CANADA,49.082222,-125.7725,2030-12-31T15:04:58,2031-12-31T15:04:58,1
971,ZBF,CZBF,BATHURST,BATHURST,CANADA,47.629722,-65.738889,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1291,YDV,CZTA,BLOODVEIN RIVER,BLOODVEIN RIVER,CANADA,51.783333,-96.7,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1834,YBL,CYBL,CAMPBELL RIVER,CAMPBELL RIVER,CANADA,49.950833,-125.270833,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2673,YCC,CYCC,CORNWALL REGL,CORNWALL,CANADA,45.092778,-74.563333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5190,YHI,CYHI,HOLMAN,HOLMAN,CANADA,70.763056,-117.805833,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5308,YHB,CYHB,HUDSON BAY,HUDSON BAY,CANADA,52.816667,-102.311389,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5492,YPH,CYPH,INUKJUAK,INUKJUAK,CANADA,58.471667,-78.077222,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8760,YVQ,CYVQ,NORMAN WELLS,NORMAN WELLS,CANADA,65.2825,-126.800278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11275,YXL,CYXL,SIOUX LOOKOUT,SIOUX LOOKOUT,CANADA,50.114444,-91.904167,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7433,YEM,CYEM,MANITOULIN EAST MUNI.,MANITOWANING,CANADA,45.842778,-81.858056,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9995,YVM,CYVM,QIKIQTARJUAQ,QIKIQTARJUAQ,CANADA,67.545833,-64.031389,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12795,YYJ,CYYJ,VICTORIA INTL,VICTORIA,CANADA,48.646944,-123.425833,2030-12-31T15:04:58,2031-12-31T15:04:58,1
13413,WNN,CKL3,WUNNUMMIN LAKE,WUNNUMMIN LAKE,CANADA,52.893889,-89.289167,2030-12-31T15:04:58,2031-12-31T15:04:58,1
13587,YEV,CYEV,ZUBKO,INUVIK,CANADA,68.304167,-133.482778,2030-12-31T15:04:58,2031-12-31T15:04:58,1
414,YAX,CKB6,ANGLING LAKE,WAPAKEKA,CANADA,53.849167,-89.579444,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3753,ZFW,CEB5,FAIRVIEW,FAIRVIEW,CANADA,56.081389,-118.434722,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3795,ZFA,CZFA,FARO,FARO,CANADA,62.2075,-133.375833,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5411,YGR,CYGR,ILES-DE-LA-MADELEINE,ILES-DE-LA-MADELEINE,CANADA,47.424722,-61.778056,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6190,KIF,CNM5,KINGFISHER LAKE,KINGFISHER LAKE,CANADA,53.0125,-89.855278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9713,XPP,CZNG,POPLAR RIVER,POPLAR RIVER,CANADA,53,-97.266667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9742,YPS,CYPD,PORT HAWKESBURY,PORT HAWKESBURY,CANADA,45.656667,-61.368056,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10273,YXK,CYXK,RIMOUSKI,RIMOUSKI,CANADA,48.478056,-68.496944,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11835,YSU,CYSU,SUMMERSIDE,SUMMERSIDE,CANADA,46.439167,-63.831389,2030-12-31T15:04:58,2031-12-31T15:04:58,1
13043,YKQ,CYKQ,WASKAGANISH,WASKAGANISH,CANADA,51.473611,-78.758056,2030-12-31T15:04:58,2031-12-31T15:04:58,1
640,YIB,CYIB,ATIKOKAN MUN,ATIKOKAN,CANADA,48.773889,-91.638611,2030-12-31T15:04:58,2031-12-31T15:04:58,1
806,YBK,CYBK,BAKER LAKE,BAKER LAKE,CANADA,64.298889,-96.077778,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4472,YZE,CYZE,GORE BAY-MANITOULIN,GORE BAY,CANADA,45.885278,-82.567778,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5309,YNH,CYNH,HUDSON'S HOPE,HUDSON'S HOPE,CANADA,56.035556,-121.975833,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5574,YIK,CYIK,IVUJIVIK,IVUJIVIK,CANADA,62.417222,-77.925278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10329,YRJ,CYRJ,ROBERVAL,ROBERVAL,CANADA,48.52,-72.265556,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10455,YUY,CYUY,ROUYN-NORANDA,ROUYN,CANADA,48.206111,-78.835556,2030-12-31T15:04:58,2031-12-31T15:04:58,1
222,YLT,CYLT,ALERT,ALERT,CANADA,82.517778,-62.280556,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1501,YBR,CYBR,BRANDON MUNI,BRANDON,CANADA,49.910278,-99.951944,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5676,ZJG,CZJG,JENPEG,JENPEG,CANADA,54.519444,-98.046389,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5905,YWB,CYKG,KANGIQSUJUAQ WAKEHAM BAY,KANGIQSUJUAQ,CANADA,61.588611,-71.929444,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7229,YYL,CYYL,LYNN LAKE,LYNN LAKE,CANADA,56.863889,-101.076111,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9126,YND,CYND,OTTAWA/ GATINEAU,GATINEAU,CANADA,45.521389,-75.564167,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10164,YQF,CYQF,RED DEER REGIONAL,RED DEER,CANADA,52.178611,-113.893056,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11263,YCR,CYCR,SINCLAIR MEML,CROSS LAKE,CANADA,54.611667,-97.758889,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12142,YQD,CYQD,THE PAS,THE PAS,CANADA,53.971944,-101.091944,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1904,YTE,CYTE,CAPE DORSET,CAPE DORSET,CANADA,64.23,-76.526667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2182,YLD,CYLD,CHAPLEAU,CHAPLEAU,CANADA,47.82,-83.346667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2579,YCK,CEB3,COLVILLE LAKE,COLVILLE LAKE,CANADA,67.033333,-126.083333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2651,YZS,CYZS,CORAL HARBOUR,CORAL HARBOUR,CANADA,64.193333,-83.359444,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2742,YYM,CYYM,COWLEY,COWLEY,CANADA,49.636389,-114.094444,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4849,YHM,CYHM,HAMILTON,HAMILTON,CANADA,43.173056,-79.935,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6176,YKY,CYKY,KINDERSLEY,KINDERSLEY,CANADA,51.5175,-109.180833,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6784,YLR,CYLR,LEAF RAPIDS,LEAF RAPIDS,CANADA,56.513333,-99.985278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7478,YSP,CYSP,MARATHON,MARATHON,CANADA,48.755278,-86.344444,2030-12-31T15:04:58,2031-12-31T15:04:58,1
13467,YQI,CYQI,YARMOUTH,YARMOUTH,CANADA,43.826944,-66.088056,2030-12-31T15:04:58,2031-12-31T15:04:58,1
375,YAA,CAJ4,ANAHIM LAKE,ANAHIM LAKE,CANADA,52.452222,-125.303056,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1563,XBR,CNL3,BROCKVILLE-THOUSAND ISL REG,BROCKVILLE,CANADA,44.638889,-75.750556,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3398,YET,CYET,EDSON,EDSON,CANADA,53.578889,-116.465,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4114,YSM,CYSM,FT SMITH,FT SMITH,CANADA,60.022222,-111.960278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4372,YGM,CYGM,GIMLI INDUSTRIAL PARK,GIMLI,CANADA,50.628056,-97.042222,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5904,XGR,CYLU,KANGIQSUALUJJUAQ GEORGES RIVER,KANGIQSUALUJJUAQ,CANADA,58.711389,-65.992778,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6504,SSQ,CSR8,LA SARRE,LA SARRE,CANADA,48.917222,-79.178611,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9127,YOW,CYOW,OTTAWA/ MACDONALD-CARTIER INTL,OTTAWA,CANADA,45.3225,-75.669167,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9358,YPC,CYPC,PAULATUK,PAULATUK,CANADA,69.361111,-124.075278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10192,YQR,CYQR,REGINA,REGINA,CANADA,50.431944,-104.665833,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11373,YYD,CYYD,SMITHERS,SMITHERS,CANADA,54.824722,-127.182778,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12106,YXT,CYXT,TERRACE,TERRACE,CANADA,54.466389,-128.5775,2030-12-31T15:04:58,2031-12-31T15:04:58,1
13190,YXN,CYXN,WHALE COVE,WHALE COVE,CANADA,62.239167,-92.597222,2030-12-31T15:04:58,2031-12-31T15:04:58,1
13409,YWY,CYWY,WRIGLEY,WRIGLEY,CANADA,63.209444,-123.436667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2300,YCW,CYCW,CHILLIWACK,CHILLIWACK,CANADA,49.152778,-121.938889,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2677,YCT,CYCT,CORONATION,CORONATION,CANADA,52.075,-111.445278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5906,YKG,CYAS,KANGIRSUK,KANGIRSUK,CANADA,60.027222,-69.999167,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11964,YYH,CYYH,TALOYOAK,TALOYOAK,CANADA,69.546667,-93.576667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12115,YZW,CYZW,TESLIN,TESLIN,CANADA,60.172778,-132.742778,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12188,YQT,CYQT,THUNDER BAY,THUNDER BAY,CANADA,48.371944,-89.323889,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12243,YTT,CJY3,TISDALE,TISDALE,CANADA,52.836667,-104.066667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6528,YLB,CYLB,LAC LA BICHE,LAC LA BICHE,CANADA,54.770278,-112.031667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9383,YPO,CYPO,PEAWANUCK,PEAWANUCK,CANADA,54.983333,-85.433333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9463,YPQ,CYPQ,PETERBOROUGH,PETERBOROUGH,CANADA,44.23,-78.363333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10613,YSN,CZAM,SALMON ARM,SALMON ARM,CANADA,50.682778,-119.2325,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10733,YZP,CYZP,SANDSPIT,SANDSPIT,CANADA,53.254167,-131.813889,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9741,YZT,CYZT,PORT HARDY,PORT HARDY,CANADA,50.680556,-127.366667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10310,YRI,CYRI,RIVIERE-DU-LOUP,RIVIERE-DU-LOUP,CANADA,47.764444,-69.584722,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10362,YRM,CYRM,ROCKY MOUNTAIN HOUSE,ROCKY MOUNTAIN HOUSE,CANADA,52.429722,-114.904167,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11638,YQS,CYQS,ST THOMAS MUN,ST THOMAS,CANADA,42.77,-81.110833,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12218,YTS,CYTS,TIMMINS,TIMMINS,CANADA,48.569722,-81.376667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12462,YUB,CYUB,TUKTOYAKTUK,TUKTOYAKTUK,CANADA,69.433333,-133.026389,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4096,YFH,CYFH,FT HOPE,FT HOPE,CANADA,51.561389,-87.906944,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4545,YQU,CYQU,GRANDE PRAIRIE,GRANDE PRAIRIE,CANADA,55.179722,-118.885,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9422,YYF,CYYF,PENTICTON,PENTICTON,CANADA,49.463056,-119.601667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9753,YPN,CYPN,PORT MENIER,PORT MENIER,CANADA,49.836389,-64.288611,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9815,YPW,CYPW,POWELL RIVER,POWELL RIVER,CANADA,49.834167,-124.5,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11456,XSI,CZSN,SOUTH INDIAN LAKE,SOUTH INDIAN LAKE,CANADA,56.7925,-98.9075,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12151,YTD,CZLQ,THICKET PORTAGE,THICKET PORTAGE,CANADA,55.316667,-97.7,2030-12-31T15:04:58,2031-12-31T15:04:58,1
13092,YWP,CYWP,WEBEQUIE,WEBEQUIE,CANADA,52.959722,-87.368889,2030-12-31T15:04:58,2031-12-31T15:04:58,1
13129,YNC,CYNC,WEMINDJI,WEMINDJI,CANADA,53.010833,-78.830278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2950,YDI,CCB4,DAVIS INLET,DAVIS INLET,CANADA,55.8975,-60.907778,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5412,ILF,CZBD,ILFORD,ILFORD,CANADA,56.061389,-95.613889,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5966,YDU,CJL8,KASBA LAKE,KASBA LAKE,CANADA,60.290278,-102.503333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7260,XMP,CFC4,MACMILLAN PASS,MACMILLAN PASS,CANADA,63.181111,-130.201944,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9983,YPX,CYPX,PUVIRNITUQ,PUVIRNITUQ,CANADA,60.050556,-77.286944,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10447,ZRJ,CZRJ,ROUND LAKE (WEAGAMOW LAKE),ROUND LAKE,CANADA,52.943611,-91.312778,2030-12-31T15:04:58,2031-12-31T15:04:58,1
13216,YZU,CYZU,WHITECOURT,WHITECOURT,CANADA,54.143889,-115.786667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
13218,YXY,CYXY,WHITEHORSE INTL,WHITEHORSE,CANADA,60.709444,-135.068333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
791,YBC,CYBC,BAIE-COMEAU,BAIE-COMEAU,CANADA,49.132222,-68.207222,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1013,XBE,CNE3,BEARSKIN LAKE,BEARSKIN LAKE,CANADA,53.965556,-91.027222,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1799,YCB,CYCB,CAMBRIDGE BAY,CAMBRIDGE BAY,CANADA,69.108056,-105.138333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5245,YHN,CYHN,HORNEPAYNE MUN,HORNEPAYNE,CANADA,49.193056,-84.758889,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6514,YLQ,CYLQ,LA TUQUE,LA TUQUE,CANADA,47.409722,-72.788889,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7437,YMW,CYMW,MANIWAKI,MANIWAKI,CANADA,46.274444,-75.99,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9876,YPR,CYPR,PRINCE RUPERT,PRINCE RUPERT,CANADA,54.286111,-130.444722,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10269,YRG,CCZ2,RIGOLET,RIGOLET,CANADA,54.179722,-58.4575,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11059,YZV,CYZV,SEPT-ILES,SEPT-ILES,CANADA,50.223333,-66.265556,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1267,YBI,CCE4,BLACK TICKLE,BLACK TICKLE,CANADA,53.469444,-55.785,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2216,XCM,CNZ3,CHATHAM,CHATHAM,CANADA,42.306389,-82.081944,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2963,YDA,CYDA,DAWSON,DAWSON,CANADA,64.043056,-139.127778,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3392,YEG,CYEG,EDMONTON INTL,EDMONTON,CANADA,53.309722,-113.579722,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4103,ZFM,CZFM,FT MC PHERSON,FT MC PHERSON,CANADA,67.407778,-134.860278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6389,YCO,CYCO,KUGLUKTUK,KUGLUKTUK,CANADA,67.816667,-115.143889,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6524,XLB,CZWH,LAC BROCHET,LAC BROCHET,CANADA,58.6175,-101.468889,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9873,YPA,CYPA,PRINCE ALBERT (GLASS FIELD),PRINCE ALBERT,CANADA,53.214167,-105.672778,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10887,YAM,CYAM,SAULT STE MARIE,SAULT STE MARIE,CANADA,46.485,-84.509444,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11740,YSL,CYSL,ST-LEONARD,ST-LEONARD,CANADA,47.1575,-67.834722,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1638,YVT,CYVT,BUFFALO NARROWS,BUFFALO NARROWS,CANADA,55.841944,-108.4175,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3242,YDC,CER3,DRAYTON VALLEY INDUSTRIAL,DRAYTON VALLEY,CANADA,53.265833,-114.960278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5111,ZHP,CZHP,HIGH PRAIRIE,HIGH PRAIRIE,CANADA,55.393611,-116.475278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5391,YGT,CYGT,IGLOOLIK,IGLOOLIK,CANADA,69.364722,-81.816111,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12717,YVR,CYVR,VANCOUVER INTL,VANCOUVER,CANADA,49.195,-123.181944,2030-12-31T15:04:58,2031-12-31T15:04:58,1
13063,YQH,CYQH,WATSON LAKE,WATSON LAKE,CANADA,60.117778,-128.821944,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2203,YHG,CCH4,CHARLOTTETOWN,CHARLOTTETOWN,CANADA,52.765,-56.115556,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4094,YAG,CYAG,FT FRANCES MUN,FT FRANCES,CANADA,48.654167,-93.439722,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4095,YGH,CYGH,FT GOOD HOPE,FT GOOD HOPE,CANADA,66.240833,-128.650833,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6794,YLS,CSH4,LEBEL-SUR-QUEVILLON,LEBEL-SUR-QUEVILLON,CANADA,49.03,-77.016944,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7343,YMN,CYFT,MAKKOVIK,MAKKOVIK,CANADA,55.076944,-59.186389,2030-12-31T15:04:58,2031-12-31T15:04:58,1
