airport_id,iata,icao,name
3380,\N,HSDB,ED DEBBA
3381,\N,EGED,EDAY
3382,\N,EDVP,EDDESSE
3383,\N,HLDB,EDDIB V7
3384,\N,KPRG,EDGAR CO
3389,\N,YPED,EDINBURGH (MILITARY)
3390,EDI,EGPH,EDINBURGH
3391,YXD,CYXD,EDMONTON CITY CENTER
3392,YEG,CYEG,EDMONTON INTL
3393,\N,CFQ7,EDMONTON/ GARTNER
3394,\N,CYES,EDMUNDSTON
3395,\N,CEV2,EDRA
3396,EDO,LTFD,EDREMIT KORFEZ
3397,\N,ESUY,EDSBYN
3398,YET,CYET,EDSON
3399,MAO,SBEG,EDUARDO GOMES INTL
3401,EDW,KEDW,EDWARDS AFB
3403,GUF,KJKA,EDWARDS
3405,GRQ,EHGG,EELDE
3406,\N,LOLE,EFERDING
3408,EGX,PAII,EGEGIK
3409,QEF,EDFE,EGELSBACH
3410,\N,EDLK,EGELSBERG
3411,\N,ETME,EGGEBEK NAVY
3412,\N,ENEG,EGGEMOEN
3413,\N,EDME,EGGENFELDEN
3414,\N,EDCE,EGGERSDORF
3415,EGS,BIEG,EGILSSTADIR
3416,\N,LFDE,EGLETONS
3417,EGI,KEGI,EGLIN AF AUX NO 3 DUKE
3418,VPS,KVPS,EGLIN AFB
3419,LDY,EGAE,EGLINTON
3420,\N,EDPE,EICHSTATT
3421,EIL,PAEI,EIELSON AFB
3422,HCM,HCME,EIL
3423,ETH,LLET,EILAT
3424,EIN,EHEH,EINDHOVEN AB
3425,ERN,SWEI,EIRUNEPE
3426,EIB,EDGE,EISENACH-KINDEL
3427,\N,EDAE,EISENHUTTENSTADT
3430,\N,CYOA,EKATI
3431,\N,ESSC,EKEBY
3433,\N,ESKH,EKSHARAD
3435,LPB,SLLP,EL ALTO INTL
3437,AAC,HEAR,EL ARISH INTL
3438,EBG,SKEB,EL BAGRE
3439,ELB,SKBC,EL BANCO APT.
3440,\N,GCLB,EL BERRIEL
3441,EHL,SAVB,EL BOLSON
3442,EBM,DTTR,EL BORMA
3443,\N,SCBQ,EL BOSQUE
3444,FTE,SAWC,EL CALAFATE
3445,\N,MREC,EL CARMEN
3446,\N,SEMO,EL CARMEN
3448,NJK,KNJK,EL CENTRO NAF
3455,EOR,SVED,EL DORADO
3456,AXM,SKAR,EL EDEN
3458,PVA,SKPV,EL EMBRUJO
3459,ELF,HSFS,EL FASHER
3465,ELG,DAUE,EL GOLEA
3466,\N,HEGR,EL GORA
3469,\N,GMMJ,EL JADIDA
3470,PDP,SUPE,EL JAGUEL DPTAL
3471,UVL,HEKG,EL KHARGA
3472,\N,SVBL,EL LIBERTADOR AB
3473,CJC,SCCF,EL LOA
3474,EMX,SAVD,EL MAITEN
3477,\N,SCMZ,EL MANZANO
3480,\N,SCPV,EL MIRADOR
3481,EMT,KEMT,EL MONTE
3482,NUD,HSNH,EL NAHUD
3483,EBD,HSOB,EL OBEID
3484,\N,SADP,EL PALOMAR
3486,ELP,KELP,EL PASO INTL
3489,MDZ,SAME,EL PLUMERILLO
3490,EPS,MDPO,EL PORTILLO
3491,BCN,LEBL,EL PRAT
3496,TUA,SETU,EL ROSAL-TCRNEL MANTILLA
3497,\N,SCSL,EL SALAR
3498,ESR,SCES,EL SALVADOR BAJO
3499,SAL,MSLP,EL SALVADOR INTL
3501,\N,MRAN,EL TANQUE
3502,KOE,WRKK,EL TARI
3503,PMY,SAVY,EL TEHUELCHE
3504,PMC,SCTE,EL TEPUAL INTL
3505,ELT,HETR,EL TOR
3506,\N,KNZJ,EL TORO MCAS
3507,SRZ,SLET,EL TROMPILLO
3509,EZS,LTCA,ELAZIG
3511,\N,EPEL,ELBLAG
3513,\N,EDPA,ELCHINGEN
3514,ELC,YELD,ELCHO I
3517,BOG,SKBO,ELDORADO INTL
3519,ELO,SATD,ELDORADO
3520,\N,HKEL,ELDORET INTL
3521,EDL,HKED,ELDORET
3522,\N,LGEL,ELEFSIS AB
3523,ATH,LGAV,ELEFTHERIOS VENIZELOS INTL
3524,\N,LFQJ,ELESMES
3527,ESL,URWI,ELISTA
3528,EYS,HKES,ELIYE SPRINGS
3529,ECG,KECG,ELIZABETH CITY CGAS/ REGL
3532,ELK,KELK,ELK CITY MUN
3537,\N,CEJ6,ELK POINT
3539,EKI,KEKM,ELKHART MUN
3540,\N,KEHA,ELKHART-MORTON CO
3541,\N,CBL9,ELKIN CREEK GUEST RANCH
3542,\N,KZEF,ELKIN MUN
3543,EKN,KEKN,ELKINS-RANDOLPH CO
3544,EKO,KEKO,ELKO REGL
3545,\N,CBE2,ELKO
3548,EFD,KEFD,ELLINGTON
3549,\N,KLUG,ELLINGTON
3551,YEL,CYEL,ELLIOT LAKE MUN
3553,OAJ,KOAJ,ELLIS
3555,RCA,KRCA,ELLSWORTH AFB
3557,\N,EDPY,ELLWANGEN
3559,CAG,LIEE,ELMAS MIL
3561,EDF,PAED,ELMENDORF AFB
3562,ELM,KELM,ELMIRA/ CORNING REGL
3563,\N,EGST,ELMSETT
3564,EOZ,SVEZ,ELORZA
3565,MEC,SEMT,ELOY ALFARO INTL
3567,\N,CJG5,ELROSE
3569,\N,EGTR,ELSTREE
3571,LYU,KELO,ELY MUN
3572,ELY,KELY,ELY
3574,\N,EDFY,ELZ
3575,\N,KSBO,EMANUEL CO
3576,\N,CFN4,EMBARRAS
3577,\N,HKEM,EMBU
3578,EME,EDWE,EMDEN
3580,\N,LFPL,EMERAINVILLE
3581,EMD,YEML,EMERALD
3583,\N,ESMA,EMMABODA
3584,\N,KEGQ,EMMETSBURG MUN
3586,EMK,PAEM,EMMONAK
3587,EMG,FAEM,EMPANGENI
3590,EMP,KEMP,EMPORIA MUN
3591,\N,KEMV,EMPORIA-GREENSVILLE REGL
3592,\N,CYEA,EMPRESS
3593,\N,CNA4,EMSDALE
3597,\N,EKEL,ENDELAVE WEST
3598,ENT,PKMA,ENEWETAK AUX AF
3599,\N,FZFC,ENGENGELE
3601,WDG,KWDG,ENID WOODRING REGL
3605,\N,YENO,ENOGGERA
3606,ENF,EFET,ENONTEKIO
3607,ONX,MPEJ,ENRIQUE ADOLFO JIMENEZ
3608,DAV,MPDA,ENRIQUE MALEK INTL
3609,ESE,MMES,ENSENADA INTL
3611,EBB,HUEN,ENTEBBE INTL
3613,ETS,KEDN,ENTERPRISE MUN
3614,LVA,LFOV,ENTRAMMES
3615,\N,CEE4,ENTRANCE
3616,SXB,LFST,ENTZHEIM
3617,\N,NCAT,ENUA
3618,ENU,DNEN,ENUGU
3620,EPH,KEPH,EPHRATA MUN
3621,\N,LFQI,EPINOY AB
3622,\N,LFPU,EPISY
3623,\N,LGEP,EPITALION
3624,OMA,KOMA,EPPLEY
3626,\N,EDNE,ERBACH
3627,\N,LTAX,ERDEMIR
3628,\N,ZMED,ERDENET
3629,\N,ETSE,ERDING AB
3630,ERM,SSER,ERECHIM
3631,ERF,EDDE,ERFURT
3632,MLX,LTAT,ERHAC AB
3633,\N,CKQ6,ERICKSON MUN
3635,ERI,KERI,ERIE INTL
3639,ERA,HCMU,ERIGAVO
3640,ASR,LTAU,ERKILET AB
3641,BAQ,SKBQ,ERNESTO CORTISSOZ
3642,ERS,FYWE,EROS
3643,\N,LKER,ERPUZICE
3644,ERR,KERR,ERROL
3645,ERC,LTCD,ERZINCAN
3646,ERZ,LTCE,ERZURUM
3647,ORN,DAOO,ES SENIA
3649,EBJ,EKEB,ESBJERG
3650,\N,LFPE,ESBLY
3652,\N,EDXE,ESCHENDORF
3654,\N,SACE,ESCUELA DE AVIACION MIL
3655,\N,FKKE,ESEKA
3656,ESB,LTAC,ESENBOGA
3657,EKT,ESSU,ESKILSTUNA AB
3658,ESK,LTBI,ESKISEHIR
3659,\N,ESME,ESLOV
3660,EPR,YESP,ESPERANCE
3662,\N,LPIN,ESPINHO
3663,\N,SNES,ESPLANADA
3664,EQS,SAVE,ESQUEL
3666,MEB,YMEN,ESSENDON
3667,ESS,EDLE,ESSEN-MULHEIM
3668,CDW,KCDW,ESSEX CO
3670,ENC,LFSN,ESSEY
3671,\N,HLSD,ESSIDER
3674,\N,FAEC,ESTCOURT
3675,\N,CJK4,ESTERHAZY
3676,YEN,CYEN,ESTEVAN
3677,EST,KEST,ESTHERVILLE MUN
3678,\N,SWEE,ESTIRAO DO EQUADOR
3679,\N,CJR4,ESTON
3682,ANK,LTAD,ETIMESGUT AB
3683,\N,LFFY,ETREPAGNY
3684,\N,SNEU,EUCLIDES DA CUNHA
3686,MAZ,TJMZ,EUGENIO MARIA DE HOSTOS
3687,\N,SCTB,EULOGIO SANCHEZ
3688,\N,SNEP,EUNAPOLIS
3692,\N,EFEU,EURA
3699,YEU,CYEU,EUREKA
3701,EVW,KEVW,EVANSTON-UINTA CO BURNS
3702,EVV,KEVV,EVANSVILLE REGL
3704,EVM,KEVM,EVELETH-VIRGINIA MUN
3705,EVE,ENEV,EVENES
3706,\N,SDAD,EVERALDO MORAES BARRETO
3707,UCY,KUCY,EVERETT-STEWART
3710,\N,LPEV,EVORA
3711,EWO,FCOE,EWO
3714,ORL,KORL,EXECUTIVE
3716,EXT,EGTE,EXETER
3717,\N,CCP2,EXPLOITS VALLEY (BOTWOOD)
3718,GGT,MYEF,EXUMA INTL
3719,\N,LFNE,EYGUIERES
3720,\N,LLES,EYN-SHEMER
3721,EZE,SAEZ,EZEIZA INTL MINISTRO PISTARINI
3722,EUX,TNCE,F.D. ROOSEVELT
3723,PPT,NTAA,FAAA
3724,\N,NTKF,FAAITE
3726,MVP,SKMU,FABIO A LEON BENTLEY
3727,FNG,DFEF,FADA N'GOURMA
3728,\N,FTTF,FADA
3729,FGI,NSFI,FAGALI
3730,\N,ENOP,FAGERHAUG
3731,\N,ESMF,FAGERHULT
3732,\N,OOFD,FAHUD
3734,\N,EGEF,FAIR ISLE
3735,FAI,PAFA,FAIRBANKS INTL
3736,FBY,KFBY,FAIRBURY MUN
3737,SKA,KSKA,FAIRCHILD AFB
3738,CLM,KCLM,FAIRCHILD INTL
3739,\N,KFDW,FAIRFIELD CO
3740,\N,KLHQ,FAIRFIELD CO
3741,FFL,KFFL,FAIRFIELD MUN
3742,\N,KFWC,FAIRFIELD MUN
3745,YCZ,CYCZ,FAIRMONT HOT SPRINGS
3746,FRM,KFRM,FAIRMONT MUN
3748,\N,KFMZ,FAIRMONT STATE
3749,\N,EGTF,FAIROAKS
3753,ZFW,CEB5,FAIRVIEW
3754,LYP,OPFA,FAISALABAD INTL
3756,FBD,OAFZ,FAIZABAD
3757,\N,NTKH,FAKAHINA
3758,\N,NTGF,FAKARAVA
3760,MSC,KFFZ,FALCON
3761,AOI,LIPY,FALCONARA MIL
3763,APW,NSFA,FALEOLO INTL
3764,\N,ESGK,FALKOPING
3767,\N,ESUF,FALLFORS AB
3768,FLX,KFLX,FALLON MUN
3769,NFL,KNFL,FALLON NAS
3770,INL,KINL,FALLS INTL
3774,\N,KHZR,FALSE RIVER REGIONAL
3776,FGU,NTGB,FANGATAU
3779,\N,LIDF,FANO
3781,\N,FZJK,FARADJE
3782,RVA,FMSG,FARAFANGANA
3783,FAH,OAFR,FARAH
3784,HUH,NTTH,FARE
3785,FWL,PAFW,FAREWELL
3786,ULQ,SKUL,FARFAN
3787,FBL,KFBL,FARIBAULT MUN
3788,\N,ESNF,FARILA AB
3791,FAM,KFAM,FARMINGTON REGL
3792,\N,KFVX,FARMVILLE REGL
3793,FAB,EGLF,FARNBOROUGH
3795,ZFA,CZFA,FARO
3796,FAO,LPFR,FARO
3797,\N,FSFA,FARQUHAR
3798,KIR,EIKY,FARRANFORE
3799,FAZ,OISF,FASA
3800,NOS,FMNN,FASCENE
3801,\N,ETHS,FASSBERG ARMY
3803,EVX,LFOE,FAUVILLE AB
3804,FYT,FTTY,FAYA LARGEAU
3805,\N,LFMF,FAYENCE
3807,\N,KFYE,FAYETTE CO
3810,FYM,KFYM,FAYETTEVILLE MUN
3811,FAY,KFAY,FAYETTEVILLE REGL/ GRANNIS
3812,FGD,GQPF,F'DERIK
3817,FEJ,SWFJ,FEIJO
3818,\N,NZFI,FEILDING
3819,\N,SNJD,FEIRA DE SANTANA
3820,ABJ,DIAP,FELIX HOUPHOUET-BOIGNY
3821,FAF,KFAF,FELKER AAF
3823,SFF,KSFF,FELTS
3824,\N,RCFN,FENGNIN
3825,\N,EGCL,FENLAND
3826,\N,LIER,FENOSU
3827,\N,KNFE,FENTRESS NALF
3828,\N,EDUA,FERCHESAR
3829,FFM,KFFM,FERGUS FALLS MUN-MICKELSON
3831,FER,HKFG,FERGUSON'S GULF
3832,GJL,DAAV,FERHAT ABBAS
3833,BUD,LHBP,FERIHEGY
3834,\N,ESMG,FERINGE
3835,VAN,LTCI,FERIT MELEN
3836,FEK,DIFK,FERKESSEDOUGOU
3837,\N,CJH4,FERLAND
3839,\N,RPUL,FERNANDO AB
3840,FEN,SBFN,FERNANDO DE NORONHA
3841,SIG,TJIG,FERNANDO LUIS RIBAS DOMINICCI
3842,\N,SDFD,FERNANDOPOLIS
3844,\N,SGFI,FERNHEIN
3845,\N,LIPF,FERRARA
3848,AHO,LIEA,FERTILIA
3849,\N,LHFM,FERTOSZENTMIKLOS
3851,\N,KFES,FESTUS MEML
3852,WFI,FMSF,FIANARANTSOA
3855,\N,EGPJ,FIFE
3857,FSC,LFKF,FIGARI/ SUD CORSE
3858,KZI,LGKZ,FILIPPOS
3859,FKA,KFKA,FILLMORE CO
3862,FZO,EGTG,FILTON
3863,\N,CBF2,FINBOW
3864,\N,MRFS,FINCA 63
3865,FNH,HAFN,FINCHA
3866,FDY,KFDY,FINDLAY
3867,AIZ,KAIZ,FINE MEML
3869,XFW,EDHI,FINKENWERDER
3870,\N,CDH3,FINLAY
3872,\N,EDAV,FINOW
3873,LMR,FALC,FINSCH MINE
3875,\N,EDFZ,FINTHEN
3877,\N,OOFQ,FIRQ AB
3878,FFA,KFFA,FIRST FLIGHT
3880,\N,FAFK,FISANTEKRAAL
3883,\N,KFIT,FITCHBURG MUN
3885,\N,KFZG,FITZGERALD MUN
3886,FIZ,YFTZ,FITZROY CROSSING
3887,FCO,LIRF,FIUMICINO
3888,RIR,KRIR,FLABOB
3890,FLG,KFLG,FLAGSTAFF PULLIAM
3891,BON,TNCB,FLAMINGO
3896,\N,ENFA,FLATVAL
3897,\N,KFGX,FLEMING-MASON
3898,BGO,ENBR,FLESLAND
3899,CKM,KCKM,FLETCHER
3900,YFO,CYFO,FLIN FLON
3901,FLS,YFLI,FLINDERS I
3903,\N,KFOA,FLORA MUN
3907,FLO,KFLO,FLORENCE REGL
3908,\N,CCR3,FLORENCEVILLE
3909,\N,EBFS,FLORENNES AB
3910,FLW,LPFL,FLORES
3911,MTH,KMTH,FLORIDA KEYS MARATHON
3913,FRO,ENFL,FLORO
3915,\N,LFDR,FLOUDES
3917,FLU,KFLU,FLUSHING
3923,FCM,KFCM,FLYING CLOUD
3936,\N,CDY3,FOGO
3937,\N,EDRT,FOHREN
3939,\N,LIAF,FOLIGNO
3943,FLD,KFLD,FOND DU LAC CO
3944,ZFD,CZFD,FOND-DU-LAC
3945,CTA,LICC,FONTANAROSSA
3946,\N,CTU2,FONTANGES
3947,\N,CFK3,FONTAS
3948,\N,SWOB,FONTE BOA
3949,\N,LFFK,FONTENAY-LE COMTE
3950,\N,LFPQ,FONTENAY-TRESIGNY
3951,FOE,KFOE,FORBES
3952,FRB,YFBS,FORBES
3953,\N,EDTK,FORCHHEIM
3954,\N,CBC2,FORD BAY
3956,IMT,KIMT,FORD
3957,\N,CFD4,FOREMOST
3959,FXY,KFXY,FOREST CITY MUN
3962,\N,CEF6,FORESTBURG
3964,FRL,LIPK,FORLI
3965,\N,SNFO,FORMIGA APT
3966,\N,SNEO,FORMIGA
3967,FMA,SARF,FORMOSA
3968,\N,SWFR,FORMOSA
3969,VIT,LEVT,FORONDA
3970,CCM,SBCM,FORQUILHINHA
3971,FCY,KFCY,FORREST CITY MUN
3972,FVR,YFRT,FORREST
3973,\N,EFFO,FORSSA
3974,\N,CNJ3,FORT ERIE
3975,\N,CBW3,FORT GRAHAM
3976,\N,CBQ2,FORT LANGLEY
3977,\N,RPLV,FORT MAGSAYSAY
3979,FWH,KNFW,FORT WORTH NAS JRB
3980,\N,SSFK,FORTE COIMBRA
3981,\N,SWPB,FORTE PRINCIPE DA BEIRA
3982,FSD,KFSD,FOSS
3983,\N,KFSE,FOSSTON MUN
3985,\N,KFZI,FOSTORIA METROPOLITAN
3986,FOU,FOGF,FOUGAMOU
3988,FMN,KFMN,FOUR CORNERS REGL
3989,NVS,LFQG,FOURCHAMBAULT
3991,\N,EGMA,FOWLMERE
3993,\N,CED4,FOX CREEK
3994,YFX,CCK4,FOX HARBOUR
3995,\N,CFH4,FOX HARB'R
3996,\N,CEC3,FOX LAKE
3998,NVK,ENNK,FRAMNES
3999,FRC,SBFC,FRANCA
4000,\N,LFBF,FRANCAZAL AB
4001,FBE,SSFB,FRANCISCO BELTRAO
4002,JDF,SBJF,FRANCISCO DE ASSIS
4003,OCC,SECO,FRANCISCO DE ORELLANA
4004,RAI,GVFM,FRANCISCO MENDES
4005,\N,SDSC,FRANCISCO PEREIRA LOPES
4006,OPO,LPPR,FRANCISCO SA CARNEIRO
4007,\N,SNFK,FRANCISCO SA
4008,TGZ,MMTG,FRANCISCO SARABIA
4009,FRW,FBFT,FRANCISTOWN
4010,SMB,SCSB,FRANCO BIANCO
4012,HOG,MUHG,FRANK PAIS
4014,\N,KFKR,FRANKFORT MUN
4017,FRA,EDDF,FRANKFURT/ MAIN
4018,HHN,EDFH,FRANKFURT-HAHN
4019,\N,KFSO,FRANKLIN CO STATE
4022,LFN,KLHZ,FRANKLIN CO
4023,UOS,KUOS,FRANKLIN CO
4025,FKN,KFKN,FRANKLIN MUN-ROSE
4030,BIK,WABB,FRANS KAISIEPO
4032,\N,CBZ9,FRASER LAKE
4035,FDK,KFDK,FREDERICK MUN
4036,FDR,KFDR,FREDERICK MUN
4038,YFC,CYFC,FREDERICTON
4047,SER,KSER,FREEMAN MUN
4051,\N,FAFW,FREEWAY
4052,FRK,FSSF,FREGATE
4053,\N,EDTF,FREIBURG/ BREISGAU
4054,\N,LOLF,FREISTADT
4057,FET,KFET,FREMONT MUN
4059,FRH,KFRH,FRENCH LICK MUN
4061,MZM,LFSF,FRESCATY AB
4063,FAT,KFAT,FRESNO YOSEMITE INTL
4064,FCH,KFCH,FRESNO-CHANDLER DOWNTOWN
4066,\N,LSZI,FRICKTAL-SCHUPFART
4067,FRD,KFHR,FRIDAY HARBOR
4068,SUN,KSUN,FRIEDMAN MEML
4069,FDH,EDNY,FRIEDRICHSHAFEN
4072,FRZ,ETHF,FRITZLAR ARMY
4073,\N,KFTG,FRONT RANGE
4074,FRR,KFRR,FRONT ROYAL-WARREN CO
4075,\N,SBFT,FRONTEIRA
4076,\N,CJM5,FRONTIER
4077,\N,LIRH,FROSINONE MIL
4078,OSD,ESPC,FROSON AB
4079,\N,LFQW,FROTEY
4080,\N,SNFU,FRUTAL
4081,\N,LKFR,FRYDLANT
4082,TYF,ESST,FRYKLANDA
4083,YFA,CYFA,FT ALBANY
4088,FBR,KFBR,FT BRIDGER
4089,YPY,CYPY,FT CHIPEWYAN
4091,FNL,KFNL,FT COLLINS-LOVELAND MUN
4093,FOD,KFOD,FT DODGE REGL
4094,YAG,CYAG,FT FRANCES MUN
4095,YGH,CYGH,FT GOOD HOPE
4096,YFH,CYFH,FT HOPE
4097,FXE,KFXE,FT LAUDERDALE EXECUTIVE
4098,FLL,KFLL,FT LAUDERDALE-HOLLYWOOD INTL
4099,YJF,CYJF,FT LIARD
4100,\N,CEY3,FT MACLEOD
4101,FMS,KFSW,FT MADISON MUN
4102,YMM,CYMM,FT MC MURRAY
4103,ZFM,CZFM,FT MC PHERSON
4105,YYE,CYYE,FT NELSON
4106,\N,CYJP,FT PROVIDENCE
4107,YFR,CYFR,FT RESOLUTION
4109,FSK,KFSK,FT SCOTT MUN
4110,YER,CYER,FT SEVERN
4111,YFS,CYFS,FT SIMPSON
4112,FSM,KFSM,FT SMITH REGL
4114,YSM,CYSM,FT SMITH
4115,YXJ,CYXJ,FT ST JOHN
4116,FST,KFST,FT STOCKTON-PECOS CO
4117,FSU,KFSU,FT SUMNER MUN
4118,\N,CEZ4,FT VERMILION
4120,\N,CAJ9,FT WARE
4121,FWA,KFWA,FT WAYNE INTL
4122,AFW,KAFW,FT WORTH ALLIANCE
4123,FTW,KFTW,FT WORTH MEACHAM INTL
4124,\N,KFWS,FT WORTH SPINKS
4125,FYU,PFYU,FT YUKON
4126,TBU,NFTF,FUA'AMOTU INTL
4127,FUE,GCFV,FUERTEVENTURA
4128,FJR,OMFJ,FUJAIRAH INTL
4129,FUJ,RJFE,FUKUE
4130,FKJ,RJNF,FUKUI
4131,FUK,RJFF,FUKUOKA
4132,FKS,RJSF,FUKUSHIMA
4133,\N,EDGF,FULDA-JOSSA
4134,\N,EGNU,FULL SUTTON
4136,FUL,KFUL,FULLERTON MUN
4138,RCR,KRCR,FULTON CO
4139,\N,KUSE,FULTON CO
4140,FTY,KFTY,FULTON CO-BROWN
4143,FUN,NGFU,FUNAFUTI INTL
4145,\N,FZQF,FUNGURUME
4146,\N,EKFU,FUR
4147,\N,SKFR,FURATENA
4149,\N,LOGF,FURSTENFELD
4150,FEL,ETSF,FURSTENFELDBRUCK AB
4151,\N,EDAL,FURSTENWALDE
4152,\N,EDMF,FURSTENZELL
4153,FFU,SCFT,FUTALEUFU
4154,\N,OMAF,FUTAYSI
4155,\N,ROTM,FUTENMA MCAS
4156,\N,ENFY,FYRESDAL
4157,IAH,KIAH,G BUSH INTERCONTINENTAL/ HOUST
4158,GAB,KGAB,GABBS
4159,\N,HRYO,GABIRO
4160,\N,OIAH,GACHSARAN
4162,GAD,KGAD,GADSDEN MUN
4163,GAG,KGAG,GAGE
4164,\N,ESVG,GAGNEF
4167,GLE,KGLE,GAINESVILLE MUN
4168,GNV,KGNV,GAINESVILLE REGL
4169,\N,CKY6,GAINSBOROUGH
4170,GBH,PAGB,GALBRAITH LAKE
4171,GLK,HCMR,GALCAIO
4172,GIG,SBGL,GALEAO-ANTONIO C JOBIM INTL
4173,DNX,HSGG,GALEGU
4174,GBG,KGBG,GALESBURG MUN
4175,GQQ,KGQQ,GALION MUN
4176,BZN,KBZN,GALLATIN
4177,\N,KGAS,GALLIA-MEIGS REGL
4178,GEV,ESNG,GALLIVARE
4179,GUP,KGUP,GALLUP MUN
4183,GAM,PAGM,GAMBELL
4184,GMB,HAGM,GAMBELLA
4185,\N,SCST,GAMBOA APT
4187,\N,EGNE,GAMSTON
4188,GAN,VRMG,GAN
4190,\N,CNN8,GANANOQUE
4191,GDJ,FZWC,GANDAJIKA
4192,YQX,CYQX,GANDER INTL
4193,IXY,VAKE,GANDHIDHAM
4194,TAI,OYTZ,GANED
4195,\N,CAY2,GANG RANCH
4196,KAG,RKNN,GANGNEUNG
4198,GAW,VYGG,GANTGAW
4199,XMN,ZSAM,GAOQI
4201,QGP,SNGN,GARANHUNS
4202,\N,HKGT,GARBA TULA
4204,\N,SDGC,GARCA
4205,\N,HLGD,GARDABIYA
4206,\N,EDOC,GARDELEGEN
4207,GCK,KGCK,GARDEN CITY REGL
4208,OKS,KOKS,GARDEN CO
4209,\N,YGAD,GARDEN I
4210,GPN,YGPT,GARDEN POINT
4212,OSL,ENGM,GARDERMOEN
4215,GDM,KGDM,GARDNER MUN
4216,GSR,HCMG,GARDO
4217,RIL,KRIL,GARFIELD CO REGL
4218,\N,ESUG,GARGNAS
4219,\N,SSGA,GARIBALDI
4220,GAS,HKGA,GARISSA
4223,UVA,KUVA,GARNER
4226,FNI,LFTW,GARONS NAVY
4227,GOU,FKKR,GAROUA
4231,GYY,KGYY,GARY/ CHICAGO
4233,\N,ZPJH,GASA
4234,YGP,CYGP,GASPE
4235,ELQ,OEGS,GASSIM
4237,\N,KAKH,GASTONIA MUN
4239,GKT,KGKT,GATLINBURG-PIGEON FORGE
4240,LGW,EGKK,GATWICK
4242,GVX,ESSK,GAVLE-SANDVIKEN
4243,\N,DRRG,GAYA
4244,GAY,VEGY,GAYA
4245,GAH,YGAY,GAYNDAH
4246,GZA,LVGZ,GAZA INTL
4247,\N,LTBK,GAZIEMIR AB
4248,\N,FZFV,GBADO
4249,BDT,FZFD,GBADOLITE
4250,GBK,GFGK,GBANGBATOKE
4251,\N,GUGO,GBENKO
4252,CKY,GUCY,GBESSIA
4255,GSU,HSGF,GEDAREF
4256,GKE,ETNG,GEILENKIRCHEN AB
4257,SKE,ENSN,GEITERYGGEN
4258,\N,EDFG,GELNHAUSEN
4259,GMA,FZFK,GEMENA
4260,TIJ,MMTJ,GEN ABELARDO L RODRIGUEZ INTL
4261,CJA,SPJR,GEN ARMANDO REVOREDO IGLESIAS
4263,CUU,MMCU,GEN DIV P A ROBERTO FIERRO
4264,WJF,KWJF,GEN FOX
4265,MLM,MMMM,GEN FRANCISCO J MUJICA INTL
4266,TAM,MMTM,GEN FRANCISCO JAVIER MINA
4267,\N,SVFM,GEN FRANCISCO MIRANDA AB
4268,VER,MMVR,GEN HERIBERTO JARA INTL
4269,UPN,MMPN,GEN IGNACIO LOPEZ RAYON
4270,HMO,MMHO,GEN IGNACIO PESQUEIRA GARCIA
4271,CUP,SVCP,GEN JOSE FRANCISCO BERMUDEZ
4272,GYM,MMGM,GEN JOSE MA YANEZ INTL
4273,ACA,MMAA,GEN JUAN N ALVAREZ INTL
4274,RVD,SWLC,GEN LEITE DE CASTRO
4275,ZCL,MMZC,GEN LEOBARDO C RUIZ INTL
4276,REX,MMRX,GEN LUCIO BLANCO
4277,LAP,MMLP,GEN MANUEL MARQUEZ DE LEON
4278,MTY,MMMY,GEN MARIANO ESCOBEDO INTL
4279,MKE,KMKE,GEN MITCHELL INTL
4280,CPL,SKHA,GEN NAVAS PARDO
4281,\N,KBZK,GEN PERSHING MEML
4282,MZT,MMMZ,GEN RAFAEL BUELNA INTL
4283,MXL,MMML,GEN RODOLFO SANCHEZ TABOADA
4284,MAM,MMMA,GEN SERVANDO CANALES INTL
4286,SNC,SESA,GEN ULPIANO PAEZ
4287,PRA,SAAP,GEN URQUIZA
4288,PBL,SVPC,GEN. BARTOLOME SALOM
4289,YAI,SCCH,GEN. BERNARDO O'HIGGINS
4290,CRD,SAVC,GEN. ENRIQUE MOSCONI INTL
4291,BLA,SVBC,GEN. JOSE ANTONIO ANZOATEGUI
4293,EGN,HSGN,GENEINA
4294,\N,SAMA,GENERAL ALVEAR
4296,FRS,MGTK,GENERAL DE BRIGADA ANACLETO MA
4298,TTG,SAST,GENERAL ENRIQUE MOSCONI
4301,GPO,SAZG,GENERAL PICO
4303,ESM,SETN,GENERAL RIVADENEIRA
4304,GNR,SAHR,GENERAL ROCA
4306,\N,RPMR,GENERAL SANTOS
4307,MCH,SEMH,GENERAL SERRANO
4308,\N,KGVQ,GENESEE CO
4311,GVA,LSGG,GENEVA
4313,\N,SNGT,GENTIO DE OURO
4314,SLU,TLPC,GEORGE F.L. CHARLES
4315,GRJ,FAGG,GEORGE
4316,GGE,KGGE,GEORGETOWN CO
4317,\N,KGTU,GEORGETOWN MUN
4319,GTT,YGTN,GEORGETOWN
4322,GRR,KGRR,GERALD R. FORD INTL
4324,GET,YGEL,GERALDTON
4326,PAL,SKPQ,GERMAN OLANO AB
4327,CYB,MWCB,GERRARD-SMITH INTL
4328,\N,EDPT,GERSTETTEN
4330,\N,LEGT,GETAFE AB
4331,\N,TRAV,GETTYSBURG &
4333,\N,SSGV,GETULIO VARGAS
4334,LTD,HLTD,GHADAMES
4335,\N,OIIG,GHALE MORGHI
4336,GNZ,FBGZ,GHANZI
