booking_id,flight_id,seat,passenger_id,price
8920,462567,2C,20585,67.52
8930,470842,24C,21911,364.08
8940,470842,21F,16378,241.57
8950,470842,17G,4534,433.58
8960,470842,13F,8689,112.29
8970,470842,8C,17436,19.04
8980,470842,5G,23955,8.22
8990,470842,2E,19590,103.06
9000,470856,23A,32226,35.33
9010,470856,20H,2081,246.13
9020,470856,18A,24797,3.38
9030,470856,14G,34542,92.22
9040,470856,11C,27334,37.97
9050,470856,7B,20277,24.13
9060,470856,4H,19433,336.0
9070,470856,1H,18226,418.39
9080,470857,24A,3099,135.79
9090,470857,20C,861,34.21
9100,470857,16A,34102,33.19
9110,470857,13G,6749,2.8
9120,470857,9F,26119,403.68
9130,470857,7G,8685,264.25
9140,470857,3E,30984,134.25
9150,470866,25B,6811,199.67
9160,470866,22B,15674,322.59
9170,470866,18E,35258,215.87
9180,470866,14A,2061,477.47
9190,470866,11A,17556,30.03
9200,470866,7E,14688,27.62
9210,470866,4F,22185,118.88
9220,470866,2A,6952,422.59
9230,470867,24E,5209,14.72
9240,470867,21D,19723,17.53
9250,470867,17B,13018,240.88
9260,470867,14C,16483,284.73
9270,470867,11A,21323,84.92
9280,470867,7D,33643,125.67
9290,470867,2D,32361,351.11
9300,470869,25C,17228,145.71
9310,470869,22C,35449,434.57
9320,470869,18F,31202,432.51
9330,470869,15C,13004,439.38
9340,470869,11H,5894,436.01
9350,470869,6F,31544,328.87
9360,470869,3D,34842,419.24
9380,487103,21A,3603,124.09
9390,487103,19D,9716,249.07
9400,487103,16B,15284,251.5
9410,487103,13H,6436,251.92
9420,487103,9F,15358,288.72
9430,487103,3D,4990,143.66
9440,487131,25C,13165,356.76
9450,487131,22A,33421,329.81
9460,487131,19A,342,223.86
9470,487131,15D,28712,170.13
9480,487131,11E,9124,194.98
9490,487131,8H,35371,453.54
9500,487131,4C,25359,276.06
9510,487131,2C,35813,276.19
9520,495388,23E,21826,4.39
9530,495388,20C,7074,51.09
9540,495388,17A,27679,69.49
9550,495388,14E,16190,176.28
9560,495388,11D,32604,484.83
9570,495388,8B,19470,221.6
9580,495388,6B,10039,136.5
9590,495388,3E,758,51.4
9600,495388,1C,29389,253.84
9610,495395,21F,9310,291.9
9620,495395,18C,12622,485.14
9630,495395,15B,27725,170.8
9640,495395,11C,16408,313.75
9650,495395,7A,33946,397.69
9660,495395,3F,7135,62.02
9670,495405,25G,32839,397.48
9680,495405,22E,24702,152.39
9690,495405,18F,35366,123.07
9700,495405,15C,24216,335.51
9710,495405,13C,14735,87.23
9720,495405,8C,29926,179.94
9740,495405,1H,30772,258.69
9750,495420,23H,12518,53.89
9760,495420,19A,29728,299.32
9770,495420,15A,26391,261.17
9780,495420,10A,34092,401.47
9790,495420,7D,10945,430.74
9800,495420,3H,614,243.02
14330,12171,33G,21560,130.31
14340,12171,31G,30858,163.55
14350,12171,25E,24504,312.15
14360,12171,22D,25647,115.15
14370,12171,18C,8541,197.98
14380,12171,14E,26588,373.67
14390,12171,12H,33223,339.08
14400,12171,8G,21674,301.9
14420,12171,3H,33830,241.97
14430,20236,32A,11696,421.48
14440,20236,28A,8470,269.83
14450,20236,26A,7744,77.33
14460,20236,22D,1491,331.93
14470,20236,19C,30743,290.96
14480,20236,16B,9924,337.36
14490,20236,14D,24547,77.5
14500,20236,11B,26202,148.6
14510,20236,7C,29682,185.01
14520,20236,4B,8008,147.2
14530,20236,1F,18828,361.86
14540,20237,31D,12925,181.22
14550,20237,27A,19049,424.33
14560,20237,23D,21682,186.69
14570,20237,19F,21923,131.5
14580,20237,16D,30025,331.47
14590,20237,11A,28443,182.35
14600,20237,8A,8256,145.13
14610,20237,6E,1781,152.36
14620,20237,3B,9063,128.87
14630,20239,33H,26,27.63
14640,20239,30C,6732,91.46
14650,20239,26H,24927,108.64
14660,20239,23A,35060,175.35
14670,20239,20F,12330,128.16
14680,20239,17C,19949,89.13
14690,20239,14B,4873,413.9
14710,20239,7G,28832,204.28
14720,20239,4B,18445,291.3
14730,20239,1F,10827,251.22
14740,28433,31B,1286,109.67
14750,28433,26B,15848,154.53
14760,28433,22F,803,76.04
14770,28433,20A,22921,135.33
14780,28433,17E,30122,207.25
14790,28433,14E,28297,312.22
14800,28433,10F,33141,344.83
14810,28433,7A,17634,240.89
14820,28433,4G,15375,265.13
14830,28433,1F,23123,358.84
14840,36719,32F,9399,46.77
14850,36719,29E,14875,471.53
14860,36719,25C,13468,295.25
14870,36719,23B,8097,244.52
14880,36719,19B,29196,344.44
14890,36719,16H,18284,22.93
14900,36719,11G,13666,70.9
14910,36719,9G,3167,21.29
14920,36719,7G,10942,108.6
14930,36719,3B,7917,184.58
14940,53106,33F,3388,222.42
14950,53106,29D,12167,408.45
14960,53106,26E,35243,251.09
14970,53106,23H,16899,11.73
14980,53106,20F,2693,329.65
14990,53106,17E,19847,39.52
15000,53106,13G,1542,235.7
15010,53106,9G,30025,237.9
15020,53106,7B,2488,35.06
15030,53106,3B,29630,260.05
15040,61218,33C,10195,192.38
15050,61218,30D,20257,39.32
15060,61218,26E,22039,393.54
15070,61218,22D,31926,306.3
15080,61218,18E,34525,324.58
15090,61218,13H,2360,152.09
15100,61218,10D,9228,260.68
15110,61218,7E,27077,56.67
15120,61218,4B,18408,71.23
15130,61218,1E,31895,312.71
15140,69489,31H,2730,106.49
15150,69489,28F,4334,111.2
15160,69489,24A,29801,305.28
15170,69489,21G,15001,242.13
15180,69489,17E,27794,140.03
15190,69489,12B,2230,236.09
15200,69489,9D,11037,307.21
15210,69489,6E,8314,198.86
15220,69489,3B,11523,406.48
15230,69500,32E,15281,402.22
15240,69500,29B,35307,457.83
15250,69500,27A,2936,177.99
15260,69500,24D,15106,37.48
15270,69500,21F,28164,383.9
15280,69500,17G,2341,343.08
15290,69500,13C,20687,39.35
15300,69500,10F,10223,413.36
15310,69500,7G,6806,332.72
15320,69500,2F,31667,218.98
15330,77570,32C,8798,134.7
15340,77570,30B,20870,459.16
15350,77570,26E,35793,72.87
15360,77570,22F,6196,424.87
15370,77570,19B,33310,305.39
15380,77570,16H,17770,391.25
15390,77570,14D,14452,244.01
15400,77570,11D,29670,495.99
15410,77570,8G,27636,315.9
15420,77570,5E,30110,450.05
15430,77571,33A,17068,240.1
15440,77571,31D,5203,74.4
15450,77571,28F,7619,494.63
15460,77571,24B,34337,240.36
15470,77571,20C,2631,377.61
15480,77571,17D,14730,263.54
15490,77571,12H,6241,98.26
15500,77571,8A,13271,230.89
15510,77571,5G,28649,408.09
15520,77571,3H,32532,233.45
15530,77575,33E,20128,388.92
15540,77575,29G,12141,99.23
15550,77575,27C,14267,155.9
15560,77575,24G,28377,22.5
15570,77575,19G,27629,457.74
15580,77575,17E,13609,170.64
15590,77575,14F,26298,288.69
15600,77575,11D,25984,64.99
15610,77575,9E,17470,395.03
15620,77575,6E,26538,330.66
15630,77575,2E,27621,462.68
15640,77597,31E,23551,200.57
15650,77597,27D,14821,128.53
15660,77597,24F,29441,179.52
15670,77597,21G,2968,432.73
15680,77597,18E,19681,323.67
15690,77597,14D,7348,250.81
15700,77597,12F,20606,268.55
15710,77597,7F,8247,39.53
15720,77597,3C,25203,112.76
15730,85753,31B,2069,448.59
15740,85753,28B,11395,329.49
15750,85753,26E,21447,91.18
15760,85753,22B,18011,125.58
15770,85753,17C,20174,355.53
15780,85753,15C,32232,361.76
15790,85753,12F,9571,54.49
15800,85753,7D,20545,54.55
15810,85753,4H,27353,67.02
15820,85753,1H,20195,492.84
15830,94062,32C,14827,258.48
15850,94062,25E,13585,472.49
15860,94062,22F,34790,369.17
15870,94062,17F,9293,345.63
15880,94062,14F,11282,28.74
15890,94062,10E,21873,276.69
15900,94062,7H,31488,58.88
15910,94062,4B,28829,309.72
15920,94062,1H,2100,396.51
15930,102156,32E,5756,257.23
15940,102156,26C,35517,184.02
15950,102156,23C,26208,96.26
15960,102156,20B,4294,255.19
15980,102156,11A,11104,159.32
15990,102156,8B,21322,145.3
16000,102156,5H,8026,141.43
16010,102156,3H,3207,225.49
16020,102178,32H,35136,338.7
16030,102178,29E,2838,170.81
16040,102178,25G,29272,40.93
16050,102178,23B,3098,115.42
16060,102178,18G,18345,19.99
16070,102178,16H,13102,367.2
16080,102178,13C,16285,393.53
16090,102178,9F,15556,217.42
16100,102178,6B,7180,242.85
16110,102178,2D,32767,366.19
16120,118539,32H,14313,169.57
16130,118539,29F,17670,404.13
16140,118539,25A,1095,26.97
16150,118539,23G,19730,228.95
16160,118539,20G,7806,372.29
16170,118539,17E,29599,180.16
16180,118539,13H,31288,232.44
16190,118539,10F,34251,85.89
16200,118539,7A,27987,412.29
16210,118539,4H,4147,176.19
16220,118539,1E,33725,163.47
16230,118546,31F,15793,127.74
16240,118546,29C,28169,490.03
16250,118546,26A,12828,121.67
16260,118546,23A,34180,110.26
16270,118546,19A,15862,265.02
16280,118546,17C,13179,377.74
16300,118546,10F,4553,332.27
16310,118546,7E,23974,345.75
16320,118546,4F,11866,426.99
16330,118560,33H,28193,229.28
16340,118560,30E,33677,493.96
16350,118560,26D,22282,441.17
16360,118560,22E,13698,34.84
16370,118560,19H,32823,434.77
16380,118560,16H,16548,228.64
16390,118560,13G,11598,441.43
16400,118560,8D,14108,280.62
16410,118560,5C,17459,309.41
16420,118560,1F,25513,187.45
16430,134919,32E,12885,214.12
16440,134919,28E,21183,111.26
16450,134919,24F,6945,440.27
16460,134919,20A,19707,366.62
16470,134919,16F,33413,22.03
16480,134919,13G,6785,65.62
16490,134919,10E,20708,483.9
16500,134919,6F,325,19.76
16510,134919,2F,10821,182.28
16520,151389,33E,346,86.19
16530,151389,31H,14409,498.72
16540,151389,27H,10256,19.48
16550,151389,24H,15936,236.5
16560,151389,20B,26526,491.12
16570,151389,17F,35076,118.26
16580,151389,14C,16482,251.65
16590,151389,10D,20985,205.7
16600,151389,7F,35114,107.34
16610,151389,3E,20476,308.59
16620,159488,32G,35493,54.33
16630,159488,29D,26435,429.26
16640,159488,24H,1018,218.82
16650,159488,20H,28223,80.09
16660,159488,16C,35170,170.23
16670,159488,13G,2567,222.6
16680,159488,10A,34370,15.88
16690,159488,3D,6725,98.17
16700,159492,34A,795,181.22
16710,159492,30B,23348,174.85
16720,159492,27B,31089,58.47
16730,159492,23G,190,417.65
16740,159492,19C,35072,53.37
16750,159492,16A,24233,428.48
16760,159492,13D,7816,365.16
16770,159492,10E,18487,319.63
16780,159492,7B,25242,309.62
16790,159492,4G,9431,123.01
16800,159492,1D,16648,329.44
16810,159498,31G,28712,490.69
16820,159498,26B,20517,276.32
16830,159498,24E,35268,187.04
16840,159498,20A,11734,57.19
16850,159498,18A,9042,91.66
16860,159498,13D,20036,349.46
16870,159498,10E,21418,115.5
16880,159498,5A,27293,400.48
16890,159498,1D,27727,97.25
16900,159505,31G,61,158.65
16910,159505,29C,34482,24.49
16920,159505,26C,31977,405.93
16930,159505,23C,4175,402.35
16940,159505,21E,7467,93.11
16950,159505,19G,21888,68.33
16960,159505,13D,3480,2.09
16970,159505,10C,30637,321.02
16980,159505,7A,8464,186.61
16990,159505,4G,13110,417.03
17000,159505,1F,1552,195.27
17010,159510,31C,13559,92.63
17020,159510,28E,19142,459.5
17030,159510,26E,22884,426.28
17040,159510,22D,27042,32.96
17050,159510,19B,26575,141.4
17060,159510,15C,22813,142.1
17070,159510,12A,20306,353.62
17080,159510,9H,30156,174.9
17090,159510,6C,21543,232.35
17100,159510,2F,13606,58.65
17110,159513,32B,21283,356.65
17120,159513,28E,32942,277.19
17130,159513,24A,32668,49.39
17140,159513,22E,17937,155.05
17150,159513,19B,27294,330.72
17160,159513,15A,16226,301.29
17170,159513,13E,29393,476.19
17180,159513,10D,15710,126.52
17190,159513,7G,28808,28.52
17200,159513,3E,11860,430.43
17220,167748,30D,22908,247.07
17230,167748,25B,23811,235.61
17240,167748,21G,16099,162.18
17250,167748,18C,15211,201.68
17260,167748,15B,35760,201.48
17270,167748,12H,18484,396.47
17280,167748,9G,32810,488.63
17290,167748,6C,31654,368.45
17300,167748,3H,4316,321.25
17310,167749,33G,2009,30.03
17320,167749,29F,15474,222.98
17330,167749,25B,10167,229.87
17340,167749,22G,21623,72.28
17350,167749,19D,5685,420.77
17360,167749,17E,32363,262.65
17370,167749,15G,6031,440.29
17380,167749,9E,3662,302.54
17390,167749,6F,29852,469.18
17400,167749,2F,7066,29.11
17410,167768,32G,2159,290.78
17420,167768,29C,626,25.63
17430,167768,25A,25979,497.58
17440,167768,21G,13189,151.29
17450,167768,18A,35632,392.18
17460,167768,15G,31444,163.63
17470,167768,10G,23612,185.22
17480,167768,6E,8816,19.1
17490,167768,2F,11400,17.08
17500,167781,33E,22953,55.53
17510,167781,30G,33569,237.85
17520,167781,26D,751,286.85
17530,167781,22H,34002,78.27
17540,167781,20F,14855,260.87
17550,167781,14F,33576,373.66
17560,167781,12E,9037,74.43
17570,167781,9E,24318,231.52
17580,167781,6C,31290,181.3
17590,167781,3B,23887,239.16
17600,175868,33F,21966,219.09
17610,175868,30E,13027,492.88
17620,175868,27B,27271,490.4
17630,175868,24D,19614,456.02
17640,175868,21G,20138,19.77
17650,175868,18C,26484,340.03
17660,175868,14F,25514,424.32
17670,175868,11B,32912,430.35
17680,175868,9C,16381,482.96
17690,175868,5F,13392,261.66
17700,175868,1B,23318,475.47
17720,175898,26E,34721,420.52
17730,175898,23A,13741,83.13
17740,175898,21G,26987,187.55
17750,175898,18C,9868,180.05
17760,175898,15D,32779,260.25
17770,175898,13C,18712,402.71
17780,175898,9H,153,259.78
17790,175898,6H,19846,193.45
17800,175898,3D,16016,277.65
17810,184151,33H,33606,360.49
17820,184151,30G,4664,467.46
17830,184151,27E,26333,437.12
17840,184151,25D,26690,385.62
17850,184151,22F,24953,388.64
17860,184151,19A,27544,57.56
17870,184151,16G,20908,163.98
17880,184151,13G,1504,116.65
17890,184151,9G,18171,364.46
17900,184151,5E,22239,92.48
17910,184151,1D,29073,255.23
17920,184176,31B,26560,18.25
17930,184176,28F,9166,148.66
17940,184176,25E,14008,116.03
17950,184176,21H,26928,200.01
17960,184176,18E,17201,454.68
17970,184176,15H,34617,19.22
17990,184176,7E,25059,460.97
18000,184176,4A,23843,500.52
18010,184176,1G,6123,459.55
18020,184180,30F,2110,260.52
18030,184180,28A,20917,264.47
18040,184180,24A,20444,24.3
18050,184180,21D,12663,75.77
18060,184180,17H,30153,227.32
18070,184180,14F,21253,483.76
18080,184180,10F,31537,358.34
18090,184180,7B,7494,402.14
18100,184180,3E,12640,203.95
18110,200426,33G,15770,173.64
18120,200426,30C,18130,149.54
18130,200426,28E,4336,211.83
18140,200426,25B,18476,394.24
18150,200426,22E,31470,274.53
18160,200426,20H,32592,88.57
18170,200426,16G,11586,357.23
18180,200426,13C,22042,53.66
18190,200426,9E,34703,132.56
18200,200426,6C,17030,80.18
18210,200426,2D,20957,258.16
18220,200432,33G,5611,172.41
18230,200432,30G,22508,323.13
18240,200432,27E,32316,458.37
18250,200432,25G,22782,123.21
18260,200432,22D,18127,357.98
18270,200432,19D,23327,163.58
18280,200432,16B,33235,120.46
18290,200432,13G,4916,408.91
18300,200432,10D,20163,452.75
18310,200432,8E,30445,419.55
18320,200432,3D,21193,254.69
18330,200432,1C,35088,186.0
18340,200441,31E,20431,14.55
18350,200441,27H,12837,123.76
18360,200441,24E,16939,375.25
18370,200441,20G,1043,387.9
18380,200441,17D,21107,312.33
18390,200441,13E,33038,71.04
18410,200441,8E,30181,191.89
18420,200441,3B,27561,85.42
18430,208710,33H,34891,440.29
18440,208710,29F,26479,225.0
18450,208710,26E,34332,181.92
18460,208710,24F,25450,316.15
18470,208710,20A,19752,407.64
18480,208710,17H,12391,322.18
18490,208710,15G,23677,137.53
18500,208710,11H,20452,436.05
18510,208710,9F,34834,386.9
18520,208710,6C,715,295.66
18530,208710,4E,15876,253.78
18540,208710,1F,8791,79.95
18550,208733,31D,29486,45.41
18560,208733,28B,7992,247.96
18570,208733,25D,2740,433.24
18580,208733,21A,2380,216.72
18590,208733,18E,25001,248.46
18600,208733,13C,378,204.59
18610,208733,10D,31123,385.74
18620,208733,6D,31997,431.83
18630,208733,4G,8823,77.42
18640,216842,34B,9818,459.89
18650,216842,31G,17656,408.87
18660,216842,28H,28942,178.46
18670,216842,23H,9916,487.04
18680,216842,19H,4400,219.17
18690,216842,15D,5082,110.47
18700,216842,12F,4605,458.69
18710,216842,8A,11033,415.45
18720,216842,5E,33134,107.14
18730,216842,2D,10436,158.83
18740,225102,31E,25658,320.47
18750,225102,29D,21240,38.43
18760,225102,27H,22690,244.58
18770,225102,23C,13441,1.69
18780,225102,21C,32004,301.34
18790,225102,17G,17700,341.35
18800,225102,14C,33799,205.97
18810,225102,12G,15564,76.22
18820,225102,8D,18134,362.59
18830,225102,4C,32110,297.86
18840,225102,1D,28692,227.53
18850,225105,31B,12528,457.18
18860,225105,28G,8327,291.09
18870,225105,24B,9629,312.79
18880,225105,21F,11735,465.62
18890,225105,19G,13510,78.18
18900,225105,16A,21227,241.86
18910,225105,12B,15850,340.46
18920,225105,10C,25429,139.12
18930,225105,7A,8260,45.04
18940,225105,3D,1687,196.91
18950,225105,1F,4060,353.81
18960,225116,31B,30386,267.03
18970,225116,27E,22166,157.11
18980,225116,24A,17810,382.57
18990,225116,19F,9018,478.92
19000,225116,15B,11882,393.34
19010,225116,12A,8292,93.39
19020,225116,10A,16683,3.14
19030,225116,6E,34154,338.45
19040,225116,2E,12976,106.14
19050,225118,32F,29349,343.03
19060,225118,28G,14283,133.84
19070,225118,25H,13066,150.18
19080,225118,21H,27446,6.9
19090,225118,18F,3502,169.14
19100,225118,14B,35050,66.23
19110,225118,11E,16242,349.32
19120,225118,8E,33964,353.93
19130,225118,4G,18911,63.58
19140,225118,1D,15242,10.98
19150,233214,32G,930,138.57
19160,233214,28E,9853,273.53
19170,233214,25F,26795,481.12
19180,233214,21D,22942,290.18
19190,233214,18C,35305,500.98
19200,233214,14A,13093,15.0
19210,233214,9D,32706,34.24
19220,233214,7A,9228,32.61
19230,233214,4A,4188,164.16
19240,233214,1F,10977,284.9
19250,233215,32F,29808,115.35
19260,233215,27F,35988,67.59
19270,233215,23D,15780,420.79
19280,233215,21H,1845,134.41
19290,233215,18C,8820,142.13
19300,233215,14B,33537,411.13
19310,233215,12E,2657,405.03
19320,233215,9E,26120,10.43
19330,233215,6D,6920,135.74
19340,233215,3B,24727,343.26
19350,249585,33G,29647,143.88
19360,249585,30A,19332,494.64
19370,249585,26F,25772,33.77
19380,249585,23B,4051,428.06
19390,249585,19A,835,67.32
19400,249585,16G,27656,47.86
19410,249585,13E,27637,32.01
19420,249585,9H,17723,322.42
19430,249585,6H,21309,185.02
19440,249585,2B,17423,12.42
19450,249589,32A,24965,312.46
19460,249589,29F,22608,65.89
19470,249589,27B,26022,442.72
19480,249589,24B,4518,81.7
19490,249589,21E,5217,458.88
19500,249589,17A,28467,55.2
19510,249589,13G,30037,315.73
19520,249589,11B,35673,160.52
19530,249589,7D,34907,99.31
19540,249589,4G,26329,149.15
19550,249589,2A,35366,438.3
19560,249602,32B,15100,106.84
19570,249602,29A,28482,398.16
19580,249602,26H,13701,67.92
19590,249602,24G,35119,174.98
19600,249602,20H,9029,33.97
19610,249602,16A,3403,361.21
19620,249602,12F,18946,352.77
19630,249602,8G,16248,243.93
19640,249602,5H,23429,155.77
19650,249602,2F,27129,184.94
19660,249608,32B,424,306.72
19670,249608,29G,34921,39.34
19680,249608,26B,8281,417.53
19690,249608,23H,21744,24.87
19700,249608,19G,34385,205.19
19710,249608,15C,11088,433.47
19720,249608,11B,9507,42.34
19730,249608,7G,3004,483.66
19740,249608,5F,22142,318.75
19750,249608,2G,26112,88.13
19760,266039,33F,20992,476.16
19770,266039,29G,4832,468.47
19780,266039,26A,14717,26.34
19790,266039,22F,9238,286.38
19800,266039,19B,20951,352.12
19810,266039,15D,24794,290.87
19820,266039,13C,29999,295.48
19830,266039,9A,2852,402.57
19840,266039,6B,32901,248.3
19850,266039,3D,20523,491.88
19860,266063,32C,4482,25.0
19870,266063,28F,20856,395.3
19880,266063,25E,7529,89.39
19890,266063,22B,20629,291.04
19900,266063,18G,30865,378.82
19910,266063,15G,31314,303.77
19920,266063,11D,22949,255.22
19930,266063,8D,18474,472.67
19940,266063,5H,35173,7.67
19950,266063,3A,19975,56.98
19960,266068,33D,25695,321.5
19970,266068,29D,3793,265.88
19980,266068,25H,26438,341.27
19990,266068,20B,35494,145.85
20000,266068,17H,5132,488.72
20010,266068,13G,25244,406.16
20020,266068,9A,17155,156.92
20030,266068,6B,34745,97.65
20040,266068,3H,10800,467.05
20050,266070,33F,9678,371.24
20060,266070,29A,26085,256.76
20070,266070,24G,30561,148.03
20080,266070,22D,19165,297.39
20090,266070,19G,8672,1.03
20100,266070,15D,1868,39.84
20110,266070,12G,6581,150.73
20120,266070,10B,6730,114.23
20130,266070,7C,34679,436.75
20140,266070,3C,15577,130.63
20150,274168,33E,12857,110.15
20160,274168,28C,8107,188.56
20170,274168,25D,25456,330.51
20180,274168,21A,29782,378.42
20190,274168,17H,35556,229.4
20200,274168,14D,31283,447.85
20210,274168,11C,5309,76.22
20220,274168,8A,10617,184.22
20230,274168,4H,2019,316.41
20240,274189,33G,20017,123.51
20250,274189,30C,853,101.77
20260,274189,27G,25406,49.5
20270,274189,25D,30389,245.24
20280,274189,21D,7175,334.11
20290,274189,17E,23441,490.93
20300,274189,14B,8766,160.2
20310,274189,11D,12419,477.68
20320,274189,6F,29867,92.56
20330,274189,3A,19676,387.44
20340,274190,33G,19526,75.99
20350,274190,30E,30612,287.8
20360,274190,26B,30448,261.26
20370,274190,22F,13732,175.36
20380,274190,18F,10515,432.21
20390,274190,15B,811,115.93
20400,274190,11A,17604,134.6
20410,274190,9D,8845,138.98
20420,274190,5H,15258,459.39
20430,274190,3A,14578,43.83
20440,282433,32H,28039,215.03
20450,282433,29E,33749,313.04
20460,282433,26G,28827,56.72
20470,282433,23H,8478,238.39
20480,282433,18G,25919,142.43
20490,282433,15F,14403,337.77
20510,282433,9C,27093,374.36
20520,282433,5H,23034,246.23
20530,282433,3B,28181,471.29
20540,282433,1F,28613,53.2
20550,290552,31B,5150,90.03
20560,290552,28A,11038,212.69
20570,290552,24C,70,489.88
20580,290552,21E,5585,260.9
20590,290552,17B,14017,26.93
20600,290552,13G,24614,205.05
20610,290552,11G,6945,215.47
20630,290552,3H,4031,469.46
20640,298829,34A,20190,492.18
20650,298829,30E,1602,155.38
20660,298829,25G,28505,67.48
20670,298829,21E,723,466.59
20680,298829,19G,6653,419.5
20690,298829,15H,16558,158.19
20700,298829,11D,7798,58.25
20710,298829,8A,34898,467.66
20720,298829,5H,2393,195.63
20730,298829,3G,26082,256.41
20740,298845,33F,21453,437.92
20750,298845,30E,6852,112.44
20760,298845,27C,28704,313.3
20770,298845,25F,35282,483.28
20780,298845,23B,10430,311.42
20800,298845,16D,18480,344.96
20810,298845,11F,20227,53.52
20820,298845,9D,15954,260.29
20830,298845,6E,11042,232.95
20840,298845,3B,10822,324.54
20850,298858,33A,18680,107.95
20860,298858,29B,11740,318.34
20870,298858,24B,29494,315.71
20880,298858,22G,336,31.59
20890,298858,19G,3761,455.0
20900,298858,14E,28660,4.62
20910,298858,12H,16390,454.0
20920,298858,8H,1607,241.71
20930,298858,5E,6763,22.41
20940,298858,2E,19000,161.86
20950,315088,31C,10521,426.16
20960,315088,27E,12178,158.47
20970,315088,24C,33586,430.2
20980,315088,22B,5294,91.35
20990,315088,19H,3621,314.53
21000,315088,17D,19713,28.29
21010,315088,14E,28997,116.59
21020,315088,10H,15633,328.42
21030,315088,7C,21267,437.4
21040,315088,4A,13088,465.02
21050,315088,1C,24856,179.36
21060,315094,31G,9360,164.55
21070,315094,29F,5458,71.28
21080,315094,25G,26751,77.79
21090,315094,22E,22603,183.86
21100,315094,19A,20582,104.05
21110,315094,16G,6480,494.29
21120,315094,13D,8095,17.15
21130,315094,6G,26275,358.81
21140,315094,3B,880,124.4
21150,315108,32F,26182,61.37
21160,315108,29F,13456,74.93
21170,315108,26B,17476,261.82
21180,315108,22F,32405,419.26
21190,315108,19E,26006,79.83
21200,315108,17D,33854,374.05
21210,315108,13H,8274,26.54
21220,315108,9G,11184,206.25
21230,315108,6E,16353,480.24
21240,315108,2C,31673,205.97
21250,315114,33D,10851,423.38
21260,315114,30C,29527,404.07
21270,315114,26F,19906,167.74
21280,315114,21C,19223,376.25
21290,315114,18D,12084,34.53
21300,315114,13E,19984,398.63
21310,315114,9D,4651,284.27
21320,315114,6E,18129,115.06
21330,315114,3G,24097,231.39
21340,323373,32C,24008,48.29
21350,323373,28G,31894,394.68
21360,323373,24A,8035,446.36
21370,323373,20B,4739,74.69
21380,323373,17G,24313,92.02
21390,323373,14F,24358,45.23
21400,323373,11D,14206,443.87
21410,323373,7B,7838,102.78
21420,323373,1A,1413,116.62
21430,323383,32E,18026,315.15
21440,323383,29F,31953,216.99
21450,323383,25G,8974,486.42
21460,323383,21B,17337,362.75
21470,323383,18D,9430,142.9
21480,323383,15C,35837,82.53
21490,323383,12F,23357,104.92
21500,323383,8A,35208,40.24
21510,323383,4B,11531,65.62
21520,323383,2E,10590,440.78
21530,323404,32H,20153,229.0
21540,323404,28G,31973,385.13
21550,323404,24F,20596,158.76
21560,323404,20H,30735,283.91
21570,323404,14F,20870,45.14
21580,323404,11B,16915,392.35
21590,323404,8H,2823,400.19
21600,323404,4A,5455,244.16
21610,323404,1F,18761,77.18
21620,331504,32E,23038,459.15
21630,331504,28B,25401,4.0
21640,331504,26A,11874,328.4
21650,331504,22E,12871,248.06
21660,331504,17F,15511,202.84
21670,331504,14A,25631,389.76
21680,331504,11B,6370,282.04
21690,331504,8D,3585,259.72
21700,331504,5E,22802,141.04
21710,331504,2E,21722,486.64
21720,331509,30G,34022,106.76
21730,331509,28G,27576,134.66
21740,331509,26B,16158,216.72
21750,331509,23D,7642,224.97
21760,331509,20A,1353,303.99
21770,331509,16A,9846,216.82
21780,331509,13D,12758,43.79
21790,331509,9H,20142,495.99
21800,331509,5F,9221,178.4
21810,331509,1G,10172,354.62
21820,331515,31G,27370,22.97
21830,331515,28E,29048,231.0
21840,331515,24D,18784,158.51
21850,331515,21F,30919,50.88
21860,331515,18B,25978,385.48
21870,331515,15H,36065,413.8
21880,331515,11B,35719,134.43
21890,331515,7D,30262,464.35
21900,331515,5F,28319,196.0
21910,331515,2D,3654,297.91
21920,331523,32C,106,82.44
21930,331523,29D,30476,422.05
21940,331523,26D,15551,469.89
21950,331523,22G,11833,428.66
21960,331523,19D,7223,68.15
21970,331523,15B,186,420.16
21980,331523,11E,12932,213.34
21990,331523,7F,645,338.33
22000,331523,5E,12569,82.91
22010,331523,2D,31759,171.16
22020,339761,33D,34985,139.16
22030,339761,29H,17894,390.66
22040,339761,26F,33143,215.76
22050,339761,23A,26195,469.79
22060,339761,20B,24483,264.01
22070,339761,17H,5483,278.41
22080,339761,13B,20043,474.14
22090,339761,9A,6821,196.28
22100,339761,5G,35635,180.41
22110,339761,1E,10837,458.52
22120,339768,32H,18521,233.17
22130,339768,29E,25646,481.84
22140,339768,27B,26970,361.81
22150,339768,24D,10633,160.87
22160,339768,20D,14683,201.29
22170,339768,17G,19691,424.54
22180,339768,15C,31062,455.33
22190,339768,12A,32748,55.86
22200,339768,9A,12176,384.39
22210,339768,6G,12266,483.12
22220,339768,3F,31764,216.2
22230,339786,31C,30652,314.44
22240,339786,28H,29992,306.97
22260,339786,22E,34684,491.93
22270,339786,19A,14645,174.26
22280,339786,16F,15618,195.83
22290,339786,12A,12299,449.13
22300,339786,8A,22299,423.27
22310,339786,3F,3488,471.49
22320,339792,34B,22560,188.9
22330,339792,30A,10138,270.48
