flight_id,flightno,from,to,departure,arrival,airline_id,airplane_id
805,CU4384,3486,7365,2015-06-01 01:03:00,2015-06-01 18:27:00,19,432
806,CU4393,1403,6522,2015-06-01 02:06:00,2015-06-01 14:42:00,19,393
807,CU4423,12142,4223,2015-06-01 16:26:00,2015-06-01 20:27:00,19,428
808,CU5189,12594,9982,2015-06-01 11:13:00,2015-06-01 23:08:00,19,428
809,CU5255,2532,3076,2015-06-01 04:23:00,2015-06-01 14:04:00,19,409
810,CU5392,10720,10100,2015-06-01 23:10:00,2015-06-02 03:19:00,19,386
811,CU5667,6919,9565,2015-06-01 06:23:00,2015-06-01 17:30:00,19,433
812,CU5727,10175,10433,2015-06-01 06:36:00,2015-06-01 20:55:00,19,394
813,CU5776,3626,11799,2015-06-01 07:46:00,2015-06-01 20:20:00,19,386
814,CU5972,10544,3890,2015-06-01 17:10:00,2015-06-02 10:46:00,19,425
815,CU6055,8695,2885,2015-06-01 23:39:00,2015-06-02 14:29:00,19,421
816,CU6108,4530,8107,2015-06-01 01:15:00,2015-06-01 02:16:00,19,398
817,CU6188,10721,6884,2015-06-01 03:17:00,2015-06-01 10:42:00,19,411
818,CU6641,11984,7281,2015-06-01 10:51:00,2015-06-01 21:53:00,19,397
819,CU6789,11095,9402,2015-06-01 05:49:00,2015-06-01 13:18:00,19,431
820,CU6821,4806,4767,2015-06-01 02:51:00,2015-06-01 11:20:00,19,396
821,CU6915,12751,586,2015-06-01 07:22:00,2015-06-01 09:50:00,19,377
822,CU7424,2465,4445,2015-06-01 09:31:00,2015-06-01 14:12:00,19,380
823,CU7767,6036,2402,2015-06-01 01:16:00,2015-06-01 03:02:00,19,415
824,CU7945,10503,13509,2015-06-01 19:47:00,2015-06-02 12:52:00,19,387
825,CU8154,13069,2723,2015-06-01 00:24:00,2015-06-01 07:22:00,19,400
826,CU8306,3923,4,2015-06-01 03:39:00,2015-06-01 20:14:00,19,392
827,CU8668,12704,10490,2015-06-01 21:12:00,2015-06-02 00:28:00,19,421
828,CU8821,8772,12107,2015-06-01 00:32:00,2015-06-01 04:26:00,19,413
829,CU8969,1396,5745,2015-06-01 00:29:00,2015-06-01 14:54:00,19,435
830,CU9497,11113,6562,2015-06-01 08:18:00,2015-06-01 17:17:00,19,384
831,CU9956,13473,7070,2015-06-01 08:38:00,2015-06-01 19:45:00,19,400
832,CY1096,4726,1436,2015-06-01 23:12:00,2015-06-02 02:55:00,20,953
833,CY1116,13315,10452,2015-06-01 01:16:00,2015-06-01 11:39:00,20,995
834,CY1294,157,2030,2015-06-01 02:10:00,2015-06-01 19:23:00,20,999
835,CY1407,3239,12702,2015-06-01 10:13:00,2015-06-01 21:08:00,20,1003
836,CY1422,8980,3289,2015-06-01 18:03:00,2015-06-02 05:05:00,20,944
837,CY1438,1143,10457,2015-06-01 03:10:00,2015-06-01 05:24:00,20,982
838,CY1488,7751,11116,2015-06-01 15:11:00,2015-06-01 18:09:00,20,1006
839,CY1649,7302,4250,2015-06-01 16:08:00,2015-06-02 00:12:00,20,964
840,CY1950,11606,1759,2015-06-01 14:08:00,2015-06-01 23:05:00,20,1014
841,CY1964,6303,7589,2015-06-01 23:04:00,2015-06-02 00:16:00,20,967
842,CY2031,2534,472,2015-06-01 19:45:00,2015-06-02 08:37:00,20,973
843,CY2388,971,8107,2015-06-01 13:01:00,2015-06-01 17:16:00,20,1012
844,CY2391,7063,5144,2015-06-01 17:06:00,2015-06-02 05:05:00,20,980
845,CY2555,11122,3994,2015-06-01 17:25:00,2015-06-01 23:32:00,20,978
846,CY2779,7852,8038,2015-06-01 10:01:00,2015-06-02 00:39:00,20,1013
847,CY2880,11134,7581,2015-06-01 09:28:00,2015-06-01 11:08:00,20,963
848,CY3041,5578,13475,2015-06-01 20:06:00,2015-06-02 10:25:00,20,972
849,CY3337,12027,11411,2015-06-01 03:06:00,2015-06-01 14:00:00,20,1012
850,CY3427,11925,10447,2015-06-01 09:39:00,2015-06-01 10:45:00,20,1003
851,CY3473,500,10817,2015-06-01 23:06:00,2015-06-02 00:53:00,20,998
852,CY4377,12981,9217,2015-06-01 07:29:00,2015-06-01 22:01:00,20,978
853,CY4389,4567,2632,2015-06-01 16:21:00,2015-06-01 17:32:00,20,988
854,CY4872,910,10722,2015-06-01 23:34:00,2015-06-02 17:09:00,20,967
855,CY4874,3738,3416,2015-06-01 03:03:00,2015-06-01 16:39:00,20,1009
856,CY5534,10912,861,2015-06-01 07:22:00,2015-06-01 13:39:00,20,1008
857,CY5817,3054,6239,2015-06-01 16:13:00,2015-06-02 10:55:00,20,1008
858,CY5833,6477,12195,2015-06-01 03:23:00,2015-06-01 11:58:00,20,1006
859,CY5848,12836,164,2015-06-01 00:35:00,2015-06-01 04:18:00,20,953
860,CY6018,5417,9248,2015-06-01 13:13:00,2015-06-01 18:21:00,20,988
861,CY6128,13428,11311,2015-06-01 09:11:00,2015-06-02 01:54:00,20,1007
862,CY6186,1748,11583,2015-06-01 01:52:00,2015-06-01 12:22:00,20,1004
863,CY6235,322,7764,2015-06-01 09:10:00,2015-06-01 23:00:00,20,995
864,CY6681,9482,1276,2015-06-01 03:40:00,2015-06-01 15:40:00,20,1000
865,CY6939,153,12989,2015-06-01 03:04:00,2015-06-01 22:23:00,20,1005
866,CY7053,8042,9525,2015-06-01 03:15:00,2015-06-01 21:03:00,20,957
867,CY7099,4191,7461,2015-06-01 09:13:00,2015-06-01 12:52:00,20,951
868,CY7254,4698,7513,2015-06-01 02:49:00,2015-06-01 20:25:00,20,965
869,CY7360,4337,2925,2015-06-01 00:19:00,2015-06-01 14:26:00,20,957
870,CY7516,688,4498,2015-06-01 06:12:00,2015-06-01 15:03:00,20,1007
871,CY7521,6263,9126,2015-06-01 20:21:00,2015-06-02 05:42:00,20,986
872,CY7533,2532,3502,2015-06-01 22:48:00,2015-06-02 14:19:00,20,994
873,CY7625,5908,3334,2015-06-01 00:14:00,2015-06-01 01:21:00,20,971
874,CY7935,5790,2066,2015-06-01 19:12:00,2015-06-02 10:41:00,20,976
875,CY7944,6053,4923,2015-06-01 18:29:00,2015-06-02 08:00:00,20,981
876,CY7967,10206,3826,2015-06-01 07:13:00,2015-06-01 10:58:00,20,974
877,CY8353,4154,8485,2015-06-01 06:54:00,2015-06-01 15:57:00,20,973
878,CY8683,5508,9464,2015-06-01 11:10:00,2015-06-01 23:39:00,20,991
879,CY9092,4248,407,2015-06-01 01:14:00,2015-06-01 07:53:00,20,978
880,CY9095,2235,9850,2015-06-01 03:36:00,2015-06-01 19:49:00,20,981
881,CY9125,1660,1233,2015-06-01 10:45:00,2015-06-01 16:07:00,20,972
882,CY9436,13500,8580,2015-06-01 13:06:00,2015-06-01 21:42:00,20,977
883,CY9876,7231,11905,2015-06-01 02:53:00,2015-06-01 18:14:00,20,982
884,CZ1038,10319,8657,2015-06-01 16:59:00,2015-06-02 11:45:00,21,4355
885,CZ1106,8847,6562,2015-06-01 12:44:00,2015-06-02 08:26:00,21,4338
886,CZ1115,5775,6092,2015-06-01 05:21:00,2015-06-01 22:05:00,21,4315
887,CZ1379,2896,10620,2015-06-01 17:40:00,2015-06-02 11:49:00,21,4314
888,CZ1468,12786,8602,2015-06-01 23:20:00,2015-06-02 11:04:00,21,4338
889,CZ1482,43,10349,2015-06-01 02:37:00,2015-06-01 04:59:00,21,4336
890,CZ1539,12967,12288,2015-06-01 08:35:00,2015-06-01 13:46:00,21,4332
891,CZ1716,12165,2514,2015-06-01 05:01:00,2015-06-01 06:47:00,21,4310
892,CZ2050,8554,12754,2015-06-01 20:26:00,2015-06-02 01:06:00,21,4369
893,CZ2277,11553,4433,2015-06-01 05:07:00,2015-06-01 19:30:00,21,4315
894,CZ2316,6616,3716,2015-06-01 09:04:00,2015-06-01 10:29:00,21,4360
895,CZ2466,13443,5882,2015-06-01 12:12:00,2015-06-02 05:46:00,21,4349
896,CZ2670,7464,2279,2015-06-01 09:13:00,2015-06-01 10:07:00,21,4329
897,CZ2726,12759,10003,2015-06-01 01:02:00,2015-06-01 09:55:00,21,4334
898,CZ2766,12449,4205,2015-06-01 09:22:00,2015-06-02 01:56:00,21,4357
899,CZ3787,4762,9633,2015-06-01 03:04:00,2015-06-01 04:56:00,21,4326
900,CZ4343,1159,3359,2015-06-01 09:30:00,2015-06-01 14:02:00,21,4358
901,CZ4539,516,6312,2015-06-01 19:19:00,2015-06-02 14:22:00,21,4344
902,CZ4708,8127,8400,2015-06-01 15:07:00,2015-06-02 03:36:00,21,4311
903,CZ4713,11790,4407,2015-06-01 20:27:00,2015-06-02 02:19:00,21,4350
904,CZ4826,3486,8303,2015-06-01 07:22:00,2015-06-01 22:27:00,21,4353
905,CZ4948,9910,7112,2015-06-01 11:50:00,2015-06-01 20:43:00,21,4311
906,CZ5200,3255,517,2015-06-01 23:47:00,2015-06-02 05:05:00,21,4313
907,CZ5914,12824,4022,2015-06-01 17:55:00,2015-06-02 05:05:00,21,4367
908,CZ6175,48,7162,2015-06-01 21:36:00,2015-06-02 05:39:00,21,4325
909,CZ6248,5805,2382,2015-06-01 17:37:00,2015-06-02 06:09:00,21,4341
910,CZ6486,5715,5928,2015-06-01 07:50:00,2015-06-01 17:40:00,21,4357
911,CZ6680,9510,12638,2015-06-01 12:20:00,2015-06-01 23:19:00,21,4352
912,CZ7237,10182,2230,2015-06-01 23:40:00,2015-06-02 08:03:00,21,4342
913,CZ7251,2969,4475,2015-06-01 05:09:00,2015-06-01 22:29:00,21,4361
914,CZ7441,2546,13290,2015-06-01 20:16:00,2015-06-02 15:08:00,21,4355
915,CZ7759,1693,5097,2015-06-01 11:14:00,2015-06-01 18:44:00,21,4314
916,CZ8004,11562,3391,2015-06-01 11:33:00,2015-06-01 21:17:00,21,4307
917,CZ8738,2850,3490,2015-06-01 14:52:00,2015-06-01 20:29:00,21,4346
918,CZ8966,2676,10808,2015-06-01 13:35:00,2015-06-01 18:37:00,21,4351
919,CZ8994,12771,10219,2015-06-01 02:43:00,2015-06-01 11:51:00,21,4320
920,CZ9002,12296,10767,2015-06-01 21:25:00,2015-06-02 15:01:00,21,4361
921,CZ9571,4131,12407,2015-06-01 01:33:00,2015-06-01 09:51:00,21,4326
922,DA1006,6186,306,2015-06-01 14:31:00,2015-06-02 05:31:00,22,4034
923,DA1070,1358,8154,2015-06-01 04:14:00,2015-06-02 01:58:00,22,4032
924,DA1091,12007,941,2015-06-01 14:15:00,2015-06-02 09:08:00,22,4028
925,DA1162,5351,3144,2015-06-01 21:36:00,2015-06-02 14:15:00,22,4026
926,DA1241,12415,5097,2015-06-01 15:02:00,2015-06-02 04:05:00,22,4024
927,DA1268,9915,4720,2015-06-01 22:08:00,2015-06-02 02:29:00,22,4028
928,DA1296,1794,11639,2015-06-01 18:57:00,2015-06-02 10:39:00,22,4031
929,DA1490,4963,12139,2015-06-01 20:20:00,2015-06-02 16:39:00,22,4030
930,DA1858,2660,10573,2015-06-01 11:14:00,2015-06-01 23:40:00,22,4023
931,DA1910,8855,1902,2015-06-01 02:01:00,2015-06-01 08:09:00,22,4023
932,DA2531,2722,11544,2015-06-01 21:22:00,2015-06-02 11:57:00,22,4033
933,DA2795,7197,4152,2015-06-01 19:38:00,2015-06-02 10:13:00,22,4026
934,DA2912,838,2412,2015-06-01 09:30:00,2015-06-01 18:38:00,22,4024
935,DA2926,10546,9235,2015-06-01 05:16:00,2015-06-01 20:10:00,22,4030
936,DA2975,10724,1455,2015-06-01 00:44:00,2015-06-01 15:24:00,22,4035
937,DA3014,571,12139,2015-06-01 22:01:00,2015-06-02 00:45:00,22,4026
938,DA3077,4768,11538,2015-06-01 22:00:00,2015-06-02 19:35:00,22,4027
939,DA3191,10324,5928,2015-06-01 22:26:00,2015-06-02 15:36:00,22,4035
940,DA3266,10162,10758,2015-06-01 13:29:00,2015-06-01 21:42:00,22,4029
941,DA3351,3628,7898,2015-06-01 23:30:00,2015-06-02 13:54:00,22,4023
942,DA3452,4749,5717,2015-06-01 03:36:00,2015-06-02 00:19:00,22,4026
943,DA4067,9839,302,2015-06-01 12:32:00,2015-06-01 13:55:00,22,4032
944,DA4471,909,10423,2015-06-01 17:14:00,2015-06-02 00:54:00,22,4031
945,DA4639,8582,4277,2015-06-01 03:17:00,2015-06-01 16:24:00,22,4024
946,DA5247,9238,10290,2015-06-01 03:29:00,2015-06-01 08:20:00,22,4023
947,DA5311,6835,1269,2015-06-01 04:22:00,2015-06-01 17:20:00,22,4029
948,DA5327,1668,11841,2015-06-01 03:26:00,2015-06-01 19:04:00,22,4032
949,DA5411,4827,12595,2015-06-01 22:12:00,2015-06-02 01:06:00,22,4026
950,DA5688,7504,3980,2015-06-01 22:54:00,2015-06-02 11:59:00,22,4030
951,DA6098,8819,13485,2015-06-01 11:29:00,2015-06-02 01:56:00,22,4028
952,DA6480,8381,13181,2015-06-01 12:14:00,2015-06-02 03:52:00,22,4032
953,DA6502,2299,8745,2015-06-01 02:59:00,2015-06-01 15:52:00,22,4029
954,DA6685,6867,8301,2015-06-01 14:25:00,2015-06-02 08:02:00,22,4026
955,DA6839,12744,2016,2015-06-01 23:59:00,2015-06-02 15:17:00,22,4024
956,DA7106,12071,3749,2015-06-01 02:39:00,2015-06-01 17:24:00,22,4025
957,DA7491,1066,3470,2015-06-01 19:38:00,2015-06-02 11:31:00,22,4035
958,DA7679,904,102,2015-06-01 23:36:00,2015-06-02 15:04:00,22,4032
959,DA7919,6052,7100,2015-06-01 02:11:00,2015-06-01 14:20:00,22,4028
960,DA8202,2247,1959,2015-06-01 12:39:00,2015-06-02 08:07:00,22,4031
961,DA8984,5805,9024,2015-06-01 20:34:00,2015-06-02 08:49:00,22,4023
962,DA9172,3383,5681,2015-06-01 06:28:00,2015-06-01 10:03:00,22,4031
963,DA9183,9002,5931,2015-06-01 20:21:00,2015-06-02 12:43:00,22,4026
964,DA9212,7176,8234,2015-06-01 01:21:00,2015-06-01 09:47:00,22,4027
965,DA9326,8534,6827,2015-06-01 11:35:00,2015-06-01 17:58:00,22,4030
966,DA9424,6528,5551,2015-06-01 13:00:00,2015-06-02 04:14:00,22,4031
967,DA9491,5830,4275,2015-06-01 13:12:00,2015-06-02 09:23:00,22,4027
968,DA9574,9834,877,2015-06-01 22:46:00,2015-06-02 08:36:00,22,4028
969,DA9628,5500,10542,2015-06-01 13:13:00,2015-06-01 17:58:00,22,4035
970,DE1091,2278,13569,2015-06-01 05:59:00,2015-06-02 01:54:00,23,134
971,DE1190,10841,11126,2015-06-01 02:04:00,2015-06-01 21:17:00,23,148
972,DE1374,1769,12356,2015-06-01 14:36:00,2015-06-01 18:37:00,23,160
973,DE1554,5965,10953,2015-06-01 01:43:00,2015-06-01 12:30:00,23,126
974,DE1800,12844,8536,2015-06-01 23:07:00,2015-06-02 08:07:00,23,91
975,DE1802,9358,4598,2015-06-01 16:23:00,2015-06-01 21:12:00,23,97
976,DE2348,12366,12010,2015-06-01 11:38:00,2015-06-01 23:51:00,23,117
977,DE2667,12433,4897,2015-06-01 01:17:00,2015-06-01 07:18:00,23,157
978,DE2710,1070,2992,2015-06-01 13:59:00,2015-06-02 07:10:00,23,116
979,DE3111,4053,13020,2015-06-01 01:42:00,2015-06-01 21:56:00,23,107
980,DE3458,6247,9398,2015-06-01 08:37:00,2015-06-01 23:48:00,23,104
981,DE3867,13492,509,2015-06-01 20:45:00,2015-06-02 00:34:00,23,102
982,DE4317,13341,5073,2015-06-01 12:30:00,2015-06-01 18:35:00,23,127
983,DE4501,3138,1166,2015-06-01 22:40:00,2015-06-02 18:49:00,23,107
984,DE4536,4761,2321,2015-06-01 04:03:00,2015-06-01 06:26:00,23,132
985,DE4644,13072,5061,2015-06-01 10:02:00,2015-06-01 22:26:00,23,105
986,DE4869,6333,6945,2015-06-01 09:11:00,2015-06-02 01:45:00,23,142
987,DE5306,11564,9252,2015-06-01 10:20:00,2015-06-01 11:22:00,23,138
988,DE5469,2190,7811,2015-06-01 05:06:00,2015-06-01 17:39:00,23,90
989,DE5496,12256,3667,2015-06-01 23:21:00,2015-06-02 15:23:00,23,110
990,DE5641,9947,1361,2015-06-01 17:39:00,2015-06-02 05:42:00,23,121
991,DE5915,2723,3737,2015-06-01 15:56:00,2015-06-02 06:13:00,23,164
992,DE6458,3092,6108,2015-06-01 19:58:00,2015-06-02 06:43:00,23,98
993,DE6487,191,4243,2015-06-01 00:29:00,2015-06-01 10:57:00,23,129
994,DE6800,4784,4703,2015-06-01 15:42:00,2015-06-01 22:40:00,23,93
995,DE7084,12619,3045,2015-06-01 17:11:00,2015-06-01 20:49:00,23,144
996,DE7163,1700,10893,2015-06-01 16:52:00,2015-06-02 05:25:00,23,118
997,DE8075,10841,13248,2015-06-01 03:22:00,2015-06-01 17:33:00,23,120
998,DE8685,11473,7493,2015-06-01 04:30:00,2015-06-02 01:36:00,23,145
999,DE8785,8601,3624,2015-06-01 18:20:00,2015-06-01 20:52:00,23,122
1000,DE8898,1754,10009,2015-06-01 02:25:00,2015-06-01 15:43:00,23,90
1001,DE9186,205,791,2015-06-01 22:42:00,2015-06-02 01:29:00,23,96
1002,DE9279,11218,1290,2015-06-01 12:30:00,2015-06-02 06:44:00,23,96
1003,DE9356,10655,4704,2015-06-01 14:33:00,2015-06-01 20:39:00,23,139
1004,DE9436,10521,4160,2015-06-01 08:51:00,2015-06-01 14:22:00,23,131
1005,DJ1132,11570,10059,2015-06-01 18:12:00,2015-06-01 23:32:00,24,1505
1006,DJ1168,7374,5704,2015-06-01 15:46:00,2015-06-01 21:56:00,24,1474
1007,DJ1201,197,1549,2015-06-01 00:16:00,2015-06-01 15:37:00,24,1461
1008,DJ1287,407,12320,2015-06-01 10:05:00,2015-06-01 17:51:00,24,1467
1009,DJ1431,5867,5718,2015-06-01 05:18:00,2015-06-01 18:14:00,24,1447
1010,DJ1494,6816,3192,2015-06-01 03:38:00,2015-06-01 04:17:00,24,1452
1011,DJ1713,2798,2935,2015-06-01 14:22:00,2015-06-02 09:33:00,24,1470
1012,DJ1830,12315,5469,2015-06-01 15:21:00,2015-06-02 02:56:00,24,1495
1013,DJ1871,5793,12824,2015-06-01 06:06:00,2015-06-01 09:35:00,24,1473
1014,DJ1928,6533,12759,2015-06-01 01:00:00,2015-06-01 09:22:00,24,1478
1015,DJ1977,12148,8589,2015-06-01 13:47:00,2015-06-01 14:29:00,24,1528
1016,DJ2212,3975,1044,2015-06-01 01:32:00,2015-06-01 21:21:00,24,1446
1017,DJ2760,3855,12224,2015-06-01 14:58:00,2015-06-02 03:27:00,24,1481
1018,DJ2862,8434,4632,2015-06-01 09:00:00,2015-06-01 10:22:00,24,1497
1019,DJ2984,12586,8458,2015-06-01 10:46:00,2015-06-02 00:09:00,24,1480
1020,DJ3005,6556,6572,2015-06-01 09:48:00,2015-06-01 22:11:00,24,1502
1021,DJ3197,1706,7520,2015-06-01 18:12:00,2015-06-02 06:50:00,24,1498
1022,DJ3393,4466,10916,2015-06-01 21:40:00,2015-06-02 09:02:00,24,1457
1023,DJ3629,9745,7100,2015-06-01 00:08:00,2015-06-01 05:25:00,24,1448
1024,DJ3699,7317,9669,2015-06-01 06:14:00,2015-06-02 04:06:00,24,1493
1025,DJ3786,13581,9266,2015-06-01 19:07:00,2015-06-02 15:54:00,24,1473
1026,DJ3941,8138,7885,2015-06-01 00:40:00,2015-06-01 10:47:00,24,1492
1027,DJ4166,8404,12204,2015-06-01 11:24:00,2015-06-02 09:13:00,24,1492
1028,DJ4224,5805,12876,2015-06-01 01:38:00,2015-06-01 14:19:00,24,1487
1029,DJ4448,5267,3618,2015-06-01 16:58:00,2015-06-01 21:54:00,24,1441
1030,DJ4637,7245,5691,2015-06-01 11:40:00,2015-06-01 12:16:00,24,1489
1031,DJ5146,11370,11197,2015-06-01 19:03:00,2015-06-02 14:34:00,24,1460
1032,DJ5152,13035,6847,2015-06-01 14:34:00,2015-06-02 00:18:00,24,1517
1033,DJ5918,531,4030,2015-06-01 23:43:00,2015-06-02 16:23:00,24,1460
1034,DJ6219,4669,11624,2015-06-01 16:25:00,2015-06-02 03:41:00,24,1506
1035,DJ6563,789,495,2015-06-01 03:09:00,2015-06-01 21:34:00,24,1488
1036,DJ6720,9296,12271,2015-06-01 05:10:00,2015-06-02 00:36:00,24,1524
1037,DJ7010,5111,8159,2015-06-01 12:20:00,2015-06-02 03:23:00,24,1506
1038,DJ7108,1649,9536,2015-06-01 17:08:00,2015-06-02 03:40:00,24,1526
1039,DJ7971,6742,59,2015-06-01 04:22:00,2015-06-01 08:14:00,24,1499
1040,DJ7987,10023,8409,2015-06-01 21:48:00,2015-06-02 11:12:00,24,1488
1041,DJ8160,311,13136,2015-06-01 00:40:00,2015-06-01 02:43:00,24,1523
1042,DJ8257,8484,11906,2015-06-01 13:50:00,2015-06-01 18:58:00,24,1494
1043,DJ8746,6744,382,2015-06-01 14:52:00,2015-06-02 04:44:00,24,1450
1044,DJ8817,1927,10166,2015-06-01 14:19:00,2015-06-02 05:51:00,24,1446
1045,DJ8947,11619,3424,2015-06-01 12:02:00,2015-06-01 22:22:00,24,1483
1046,DJ9528,2551,6835,2015-06-01 20:52:00,2015-06-01 22:11:00,24,1514
1047,DJ9776,5377,8291,2015-06-01 06:31:00,2015-06-01 16:53:00,24,1511
1048,DO1505,1289,334,2015-06-01 02:33:00,2015-06-01 15:05:00,25,3548
1049,DO1542,5245,2014,2015-06-01 06:38:00,2015-06-01 17:10:00,25,3549
1050,DO1814,12942,13180,2015-06-01 09:52:00,2015-06-01 20:31:00,25,3571
1051,DO2555,3513,12903,2015-06-01 13:35:00,2015-06-02 02:31:00,25,3549
1052,DO2594,5146,13396,2015-06-01 01:34:00,2015-06-01 11:37:00,25,3559
1053,DO3169,2715,8319,2015-06-01 07:16:00,2015-06-01 14:23:00,25,3559
1054,DO3300,6993,5553,2015-06-01 01:27:00,2015-06-01 19:34:00,25,3573
1055,DO3564,3243,1690,2015-06-01 15:03:00,2015-06-02 04:37:00,25,3569
1056,DO3636,11895,5903,2015-06-01 15:10:00,2015-06-01 18:42:00,25,3549
1057,DO3710,4215,8056,2015-06-01 03:53:00,2015-06-01 06:36:00,25,3546
1058,DO3851,12001,12750,2015-06-01 03:15:00,2015-06-01 05:51:00,25,3551
1059,DO4163,10582,8312,2015-06-01 23:11:00,2015-06-02 12:44:00,25,3548
1060,DO4346,8054,9396,2015-06-01 05:06:00,2015-06-01 06:36:00,25,3559
1061,DO4369,3294,6868,2015-06-01 09:19:00,2015-06-01 18:42:00,25,3564
1062,DO4613,5088,5723,2015-06-01 04:28:00,2015-06-01 10:06:00,25,3545
1063,DO4964,8426,6646,2015-06-01 22:01:00,2015-06-02 07:11:00,25,3551
1064,DO4992,4801,7327,2015-06-01 12:20:00,2015-06-02 01:14:00,25,3549
1065,DO5808,2476,12031,2015-06-01 14:39:00,2015-06-02 03:47:00,25,3572
1066,DO6033,3151,8824,2015-06-01 18:48:00,2015-06-02 06:38:00,25,3562
1067,DO6420,12133,12585,2015-06-01 06:15:00,2015-06-01 15:44:00,25,3551
1068,DO6512,9437,2586,2015-06-01 17:50:00,2015-06-02 01:43:00,25,3561
1069,DO6559,9821,6899,2015-06-01 17:28:00,2015-06-02 09:41:00,25,3571
1070,DO6652,8012,8365,2015-06-01 12:25:00,2015-06-01 23:57:00,25,3563
1071,DO6757,10342,7516,2015-06-01 19:02:00,2015-06-02 07:56:00,25,3553
1072,DO7105,101,2767,2015-06-01 05:23:00,2015-06-01 09:36:00,25,3552
1073,DO7243,12614,1576,2015-06-01 07:42:00,2015-06-01 21:40:00,25,3571
1074,DO7529,9037,7699,2015-06-01 23:33:00,2015-06-02 14:48:00,25,3569
1075,DO7604,11271,177,2015-06-01 08:11:00,2015-06-01 13:07:00,25,3545
1076,DO7839,12172,8341,2015-06-01 19:03:00,2015-06-01 20:45:00,25,3556
1077,DO8070,7656,4420,2015-06-01 07:46:00,2015-06-01 22:06:00,25,3569
1078,DO8420,9601,2901,2015-06-01 07:55:00,2015-06-01 21:12:00,25,3568
1079,DO9103,10149,11924,2015-06-01 00:06:00,2015-06-01 08:11:00,25,3564
1080,DO9797,3734,10087,2015-06-01 07:39:00,2015-06-01 09:16:00,25,3572
1081,EC1231,12886,8665,2015-06-01 03:12:00,2015-06-01 04:01:00,26,3679
1082,EC1408,13123,8152,2015-06-01 16:35:00,2015-06-02 05:37:00,26,3746
1083,EC1482,1179,8763,2015-06-01 16:55:00,2015-06-02 09:14:00,26,3739
1084,EC1614,12648,12713,2015-06-01 12:36:00,2015-06-02 06:16:00,26,3688
1085,EC1725,13547,8661,2015-06-01 21:12:00,2015-06-02 09:02:00,26,3704
1086,EC1811,6818,9923,2015-06-01 15:28:00,2015-06-02 11:35:00,26,3746
1087,EC1940,676,7234,2015-06-01 02:27:00,2015-06-01 03:04:00,26,3671
1088,EC1974,10401,10008,2015-06-01 10:27:00,2015-06-02 05:14:00,26,3687
1089,EC2148,1831,1552,2015-06-01 17:08:00,2015-06-02 05:30:00,26,3746
1090,EC2419,5255,3166,2015-06-01 17:25:00,2015-06-02 04:25:00,26,3671
1091,EC2432,4875,3248,2015-06-01 02:27:00,2015-06-01 06:00:00,26,3694
1092,EC2472,6227,7313,2015-06-01 12:24:00,2015-06-01 18:29:00,26,3675
1093,EC2607,13145,9339,2015-06-01 01:12:00,2015-06-01 10:16:00,26,3670
1094,EC2661,9468,10696,2015-06-01 01:34:00,2015-06-01 07:29:00,26,3684
1095,EC3700,8724,4697,2015-06-01 12:07:00,2015-06-01 23:14:00,26,3704
1096,EC3877,3215,5742,2015-06-01 14:06:00,2015-06-02 00:22:00,26,3715
1097,EC4655,8533,11698,2015-06-01 01:47:00,2015-06-01 08:49:00,26,3674
1098,EC4771,7494,11016,2015-06-01 05:30:00,2015-06-02 01:17:00,26,3712
1099,EC5244,8759,6856,2015-06-01 12:35:00,2015-06-01 20:51:00,26,3710
1100,EC5620,5015,1723,2015-06-01 05:25:00,2015-06-01 12:25:00,26,3707
1101,EC5849,7242,6078,2015-06-01 10:21:00,2015-06-01 16:53:00,26,3739
1102,EC5890,10390,4754,2015-06-01 13:08:00,2015-06-01 18:09:00,26,3730
1103,EC6023,4301,10008,2015-06-01 20:25:00,2015-06-02 04:22:00,26,3722
1104,EC6205,4546,7992,2015-06-01 20:09:00,2015-06-01 23:02:00,26,3738
1105,EC6478,7841,10386,2015-06-01 08:39:00,2015-06-02 00:47:00,26,3694
1106,EC6795,678,4727,2015-06-01 04:07:00,2015-06-01 16:08:00,26,3749
1107,EC7030,11018,2912,2015-06-01 13:22:00,2015-06-01 22:30:00,26,3739
1108,EC7077,7721,10321,2015-06-01 12:54:00,2015-06-01 21:04:00,26,3743
1109,EC7353,7884,8845,2015-06-01 16:27:00,2015-06-02 09:03:00,26,3739
1110,EC7716,4963,7696,2015-06-01 17:04:00,2015-06-01 19:17:00,26,3729
1111,EC7911,9253,9039,2015-06-01 03:04:00,2015-06-01 16:20:00,26,3741
1112,EC8237,8860,5995,2015-06-01 00:09:00,2015-06-01 02:31:00,26,3700
1113,EC8329,1894,4240,2015-06-01 10:41:00,2015-06-01 22:48:00,26,3685
1114,EC8444,12110,284,2015-06-01 18:12:00,2015-06-02 08:38:00,26,3698
1115,EC8546,4733,11944,2015-06-01 06:30:00,2015-06-01 18:58:00,26,3709
1116,EC9135,13080,12759,2015-06-01 22:10:00,2015-06-02 08:38:00,26,3671
1117,EC9320,5364,6997,2015-06-01 03:25:00,2015-06-01 21:06:00,26,3731
1118,EC9357,9131,257,2015-06-01 18:22:00,2015-06-02 12:29:00,26,3687
1119,EC9462,6045,4630,2015-06-01 09:44:00,2015-06-01 10:41:00,26,3727
1120,EC9647,10331,5557,2015-06-01 14:03:00,2015-06-02 01:02:00,26,3750
